VehicleID,Count,Volume,TravelDistance,WorkTime,TravelTime,ServiceTime,WaitingTime,TotalCost,FixedCost,VariableCost
VEH_1817,8,187.01,827.03,4020.00,846.00,480.00,2694.00,1640.55,400.00,1240.55
VEH_1818,2,45.11,396.98,2688.00,408.00,120.00,2160.00,995.47,400.00,595.47
VEH_1819,2,44.06,329.34,3360.00,339.00,120.00,2901.00,894.00,400.00,494.00
VEH_1820,4,100.68,449.86,4800.00,472.00,240.00,4088.00,1074.79,400.00,674.79
VEH_1821,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1822,2,49.11,374.86,2940.00,370.00,120.00,2450.00,962.29,400.00,562.29
VEH_1823,2,46.60,364.99,3540.00,365.00,120.00,3055.00,947.49,400.00,547.49
VEH_1824,2,46.37,329.19,3540.00,338.00,120.00,3082.00,893.79,400.00,493.79
VEH_1825,8,188.92,292.91,4380.00,353.00,480.00,3547.00,839.36,400.00,439.36
VEH_1826,2,49.92,166.94,3720.00,178.00,120.00,3422.00,650.41,400.00,250.41
VEH_1827,2,49.36,236.84,4020.00,247.00,120.00,3653.00,755.26,400.00,355.26
VEH_1828,2,45.10,142.86,3463.00,161.00,120.00,3182.00,614.29,400.00,214.29
VEH_1829,6,132.21,780.86,4980.00,788.00,360.00,3832.00,1571.29,400.00,1171.29
VEH_1830,6,141.98,243.66,3757.00,276.00,360.00,3121.00,765.48,400.00,365.48
VEH_1831,6,137.40,323.48,4380.00,366.00,360.00,3654.00,885.22,400.00,485.22
VEH_1832,2,52.81,329.06,3722.00,338.00,120.00,3264.00,1092.30,500.00,592.30
VEH_1833,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1834,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1835,3,52.46,153.95,4020.00,169.00,180.00,3671.00,777.12,500.00,277.12
VEH_1836,3,52.94,200.37,4380.00,214.00,180.00,3986.00,860.66,500.00,360.66
VEH_1837,2,45.04,130.69,3720.00,143.00,120.00,3457.00,735.25,500.00,235.25
VEH_1838,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1839,2,51.82,367.73,3720.00,360.00,120.00,3240.00,1161.92,500.00,661.92
VEH_1840,2,40.93,417.18,3777.00,417.00,120.00,3240.00,1250.93,500.00,750.93
VEH_1841,2,49.46,400.49,3944.00,399.00,120.00,3425.00,1220.89,500.00,720.89
VEH_1842,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1843,4,91.23,180.66,3939.00,216.00,240.00,3483.00,825.19,500.00,325.19
VEH_1844,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1845,2,47.61,396.98,4128.00,408.00,120.00,3600.00,1214.57,500.00,714.57
VEH_1846,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1847,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1848,2,53.14,618.34,4380.00,630.00,120.00,3630.00,1613.02,500.00,1113.02
VEH_1849,2,54.52,548.04,4380.00,531.00,120.00,3729.00,1486.47,500.00,986.47
VEH_1850,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1851,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1852,7,156.37,871.64,2580.00,941.00,420.00,1219.00,857.31,160.00,697.31
VEH_1853,10,210.89,1072.12,4980.00,1195.00,600.00,3185.00,1017.69,160.00,857.69
VEH_1854,16,330.52,1841.71,6240.00,2016.00,960.00,3264.00,1633.37,160.00,1473.37
VEH_1855,1,22.21,313.34,660.00,304.00,60.00,296.00,410.67,160.00,250.67
VEH_1856,6,136.61,1526.95,4800.00,1566.00,360.00,2874.00,1381.56,160.00,1221.56
VEH_1857,9,197.70,1278.50,5820.00,1400.00,540.00,3880.00,1182.80,160.00,1022.80
VEH_1858,9,203.54,1318.67,5160.00,1441.00,540.00,3179.00,1214.94,160.00,1054.94
VEH_1859,6,127.78,1180.63,4380.00,1278.00,360.00,2742.00,1104.50,160.00,944.50
VEH_1860,6,123.57,836.33,4563.00,878.00,360.00,3325.00,829.06,160.00,669.06
VEH_1861,4,84.89,1266.46,2580.00,1315.00,240.00,1025.00,1173.17,160.00,1013.17
VEH_1862,6,139.84,1036.05,3904.00,1086.00,360.00,2458.00,988.84,160.00,828.84
VEH_1863,9,180.24,1891.00,4800.00,1945.00,540.00,2315.00,1672.80,160.00,1512.80
VEH_1864,9,181.76,1657.48,4020.00,1757.00,540.00,1723.00,1485.98,160.00,1325.98
VEH_1865,7,154.68,1448.87,4980.00,1538.00,420.00,3022.00,1319.10,160.00,1159.10
VEH_1866,8,150.39,901.61,4627.00,968.00,480.00,3179.00,881.29,160.00,721.29
VEH_1867,8,154.39,834.70,3915.00,896.00,480.00,2539.00,827.76,160.00,667.76
VEH_1868,9,197.43,853.22,5204.00,981.00,540.00,3683.00,842.58,160.00,682.58
VEH_1869,9,178.00,1251.61,4933.00,1367.00,540.00,3026.00,1161.29,160.00,1001.29
VEH_1870,6,120.74,1582.60,4380.00,1566.00,360.00,2454.00,1426.08,160.00,1266.08
VEH_1871,7,160.44,1687.18,5160.00,1758.00,420.00,2982.00,1509.74,160.00,1349.74
VEH_1872,8,166.93,1440.32,4409.00,1528.00,480.00,2401.00,1312.25,160.00,1152.25
VEH_1873,8,176.15,1375.61,4380.00,1464.00,480.00,2436.00,1260.49,160.00,1100.49
VEH_1874,1,24.89,252.12,2122.00,262.00,60.00,1800.00,361.69,160.00,201.69
VEH_1875,8,144.83,1176.22,4980.00,1285.00,480.00,3215.00,1100.97,160.00,940.97
VEH_1876,8,160.71,897.30,6600.00,1017.00,480.00,5103.00,877.84,160.00,717.84
VEH_1877,3,50.83,857.55,2371.00,908.00,180.00,1283.00,846.04,160.00,686.04
VEH_1878,7,159.42,2068.62,4380.00,2090.00,420.00,1870.00,1814.89,160.00,1654.89
VEH_1879,5,106.87,738.50,4980.00,796.00,300.00,3884.00,750.80,160.00,590.80
VEH_1880,10,190.98,1592.20,6420.00,1738.00,600.00,4082.00,1433.76,160.00,1273.76
VEH_1881,6,115.55,1317.07,4380.00,1367.00,360.00,2653.00,1213.66,160.00,1053.66
VEH_1882,7,165.38,702.96,4380.00,796.00,420.00,3164.00,922.96,220.00,702.96
VEH_1883,1,30.63,271.69,1140.00,284.00,60.00,796.00,491.69,220.00,271.69
VEH_1884,4,109.38,691.18,2580.00,709.00,240.00,1631.00,911.18,220.00,691.18
VEH_1885,11,233.77,813.29,5226.00,962.00,660.00,3604.00,1033.29,220.00,813.29
VEH_1886,4,103.84,429.87,2940.00,494.00,240.00,2206.00,649.87,220.00,429.87
VEH_1887,3,57.77,616.57,2580.00,676.00,180.00,1724.00,836.57,220.00,616.57
VEH_1888,1,21.34,325.82,1920.00,333.00,60.00,1527.00,545.82,220.00,325.82
VEH_1889,8,188.23,1211.95,4380.00,1323.00,480.00,2577.00,1431.95,220.00,1211.95
VEH_1890,8,215.03,964.58,3914.00,1082.00,480.00,2352.00,1184.58,220.00,964.58
VEH_1891,9,248.71,1097.03,5194.00,1205.00,540.00,3449.00,1317.03,220.00,1097.03
VEH_1892,8,207.62,796.01,4116.00,896.00,480.00,2740.00,1016.01,220.00,796.01
VEH_1893,7,173.63,682.17,5460.00,782.00,420.00,4258.00,902.17,220.00,682.17
VEH_1894,7,160.33,636.52,4980.00,745.00,420.00,3815.00,856.52,220.00,636.52
VEH_1895,9,202.98,1360.01,5160.00,1423.00,540.00,3197.00,1580.01,220.00,1360.01
VEH_1896,2,57.73,433.74,2306.00,450.00,120.00,1736.00,653.74,220.00,433.74
VEH_1897,7,150.57,598.72,4800.00,681.00,420.00,3699.00,818.72,220.00,598.72
VEH_1898,1,24.98,302.34,1920.00,322.00,60.00,1538.00,522.34,220.00,302.34
VEH_1899,4,79.88,610.56,2580.00,675.00,240.00,1665.00,830.56,220.00,610.56
VEH_1900,7,149.11,1197.73,4380.00,1273.00,420.00,2687.00,1417.73,220.00,1197.73
VEH_1901,13,304.74,1590.48,6661.00,1793.00,780.00,4088.00,1810.48,220.00,1590.48
VEH_1902,10,276.57,1232.37,5160.00,1329.00,600.00,3231.00,1452.37,220.00,1232.37
VEH_1903,2,31.68,596.46,2304.00,613.00,120.00,1571.00,816.46,220.00,596.46
VEH_1904,1,23.74,335.96,1920.00,346.00,60.00,1514.00,555.96,220.00,335.96
VEH_1905,2,32.96,309.03,2161.00,331.00,120.00,1710.00,529.03,220.00,309.03
VEH_1906,2,52.37,488.69,4380.00,538.00,120.00,3722.00,708.69,220.00,488.69
VEH_1907,1,18.18,320.75,1920.00,332.00,60.00,1528.00,540.75,220.00,320.75
VEH_1908,4,71.26,706.41,2580.00,758.00,240.00,1582.00,926.41,220.00,706.41
VEH_1909,10,227.78,1271.91,4800.00,1372.00,600.00,2828.00,1491.91,220.00,1271.91
VEH_1910,5,131.66,544.29,5460.00,601.00,300.00,4559.00,764.29,220.00,544.29
VEH_1911,10,241.42,731.38,4380.00,862.00,600.00,2918.00,951.38,220.00,731.38
VEH_1912,3,72.39,338.35,2970.00,356.00,180.00,2434.00,706.01,300.00,406.01
VEH_1913,4,94.28,443.54,4252.00,492.00,240.00,3520.00,832.25,300.00,532.25
VEH_1914,5,105.92,531.97,2940.00,582.00,300.00,2058.00,938.37,300.00,638.37
VEH_1915,6,147.00,552.67,5160.00,649.00,360.00,4151.00,963.20,300.00,663.20
VEH_1916,1,27.18,320.75,2280.00,332.00,60.00,1888.00,684.90,300.00,384.90
VEH_1917,8,178.46,706.47,3720.00,792.00,480.00,2448.00,1147.76,300.00,847.76
VEH_1918,2,41.17,278.06,2580.00,305.00,120.00,2155.00,633.67,300.00,333.67
VEH_1919,2,41.11,335.06,1920.00,352.00,120.00,1448.00,702.08,300.00,402.08
VEH_1920,2,73.07,311.33,2101.00,324.00,120.00,1657.00,673.59,300.00,373.59
VEH_1921,4,110.24,663.63,2999.00,706.00,240.00,2053.00,1096.36,300.00,796.36
VEH_1922,4,97.60,414.65,2322.00,473.00,240.00,1609.00,797.58,300.00,497.58
VEH_1923,2,39.22,286.05,2940.00,293.00,120.00,2527.00,643.26,300.00,343.26
VEH_1924,8,179.52,1124.35,5460.00,1192.00,480.00,3788.00,1649.22,300.00,1349.22
VEH_1925,3,71.73,378.18,2100.00,395.00,180.00,1525.00,753.82,300.00,453.82
VEH_1926,2,36.43,270.03,1920.00,271.00,120.00,1529.00,624.04,300.00,324.04
VEH_1927,2,40.19,322.62,1920.00,320.00,120.00,1480.00,687.15,300.00,387.15
VEH_1928,2,40.60,376.36,2100.00,381.00,120.00,1599.00,751.63,300.00,451.63
VEH_1929,5,98.12,818.28,4800.00,849.00,300.00,3651.00,1281.94,300.00,981.94
VEH_1930,3,80.25,383.55,2309.00,414.00,180.00,1715.00,760.26,300.00,460.26
VEH_1931,2,41.07,441.48,2114.00,442.00,120.00,1552.00,829.78,300.00,529.78
VEH_1932,8,176.08,548.77,4020.00,648.00,480.00,2892.00,958.53,300.00,658.53
VEH_1933,3,76.76,844.38,4980.00,854.00,180.00,3946.00,1313.25,300.00,1013.25
VEH_1934,13,297.91,716.82,5096.00,853.00,780.00,3463.00,1160.18,300.00,860.18
VEH_1935,3,66.57,887.30,3801.00,860.00,180.00,2761.00,1364.76,300.00,1064.76
VEH_1936,1,30.75,291.35,2100.00,300.00,60.00,1740.00,649.61,300.00,349.61
VEH_1937,10,223.73,1636.20,5201.00,1653.00,600.00,2948.00,2263.43,300.00,1963.43
VEH_1938,2,38.86,300.33,3360.00,308.00,120.00,2932.00,660.40,300.00,360.40
VEH_1939,4,124.42,765.87,3749.00,772.00,240.00,2737.00,1219.04,300.00,919.04
VEH_1940,8,183.73,1112.96,4980.00,1200.00,480.00,3300.00,1635.56,300.00,1335.56
VEH_1941,2,41.97,393.54,3540.00,398.00,120.00,3022.00,772.25,300.00,472.25
VEH_1942,8,192.39,528.22,3360.00,589.00,480.00,2291.00,1192.33,400.00,792.33
VEH_1943,2,49.64,292.82,2580.00,305.00,120.00,2155.00,839.24,400.00,439.24
VEH_1944,4,94.50,711.21,5282.00,721.00,240.00,4321.00,1466.81,400.00,1066.81
VEH_1945,4,90.80,693.33,3084.00,697.00,240.00,2147.00,1440.00,400.00,1040.00
VEH_1946,4,98.81,773.44,4465.00,768.00,240.00,3457.00,1560.15,400.00,1160.15
VEH_1947,2,45.72,165.46,2348.00,172.00,120.00,2056.00,648.19,400.00,248.19
VEH_1948,2,49.17,320.56,2423.00,324.00,120.00,1979.00,880.84,400.00,480.84
VEH_1949,2,48.33,420.12,2580.00,428.00,120.00,2032.00,1030.18,400.00,630.18
VEH_1950,2,48.78,288.03,2580.00,312.00,120.00,2148.00,832.04,400.00,432.04
VEH_1951,2,46.15,376.54,2580.00,396.00,120.00,2064.00,964.81,400.00,564.81
VEH_1952,2,50.73,129.69,3360.00,140.00,120.00,3100.00,594.53,400.00,194.53
VEH_1953,2,49.65,297.78,2580.00,300.00,120.00,2160.00,846.67,400.00,446.67
VEH_1954,2,43.94,445.68,2580.00,427.00,120.00,2033.00,1068.52,400.00,668.52
VEH_1955,5,130.53,620.42,4485.00,648.00,300.00,3537.00,1330.62,400.00,930.62
VEH_1956,5,106.58,477.02,5160.00,492.00,300.00,4368.00,1115.54,400.00,715.54
VEH_1957,2,47.38,334.04,2615.00,335.00,120.00,2160.00,901.06,400.00,501.06
VEH_1958,2,50.96,241.55,3360.00,254.00,120.00,2986.00,762.32,400.00,362.32
VEH_1959,3,60.42,182.98,3540.00,217.00,180.00,3143.00,674.46,400.00,274.46
VEH_1960,2,49.96,314.42,3360.00,307.00,120.00,2933.00,871.63,400.00,471.63
VEH_1961,4,96.60,468.50,3844.00,488.00,240.00,3116.00,1102.75,400.00,702.75
VEH_1962,2,49.35,354.98,2717.00,363.00,120.00,2234.00,932.47,400.00,532.47
VEH_1963,4,98.26,419.77,3958.00,442.00,240.00,3276.00,1029.66,400.00,629.66
VEH_1964,2,50.66,316.09,3530.00,318.00,120.00,3092.00,874.13,400.00,474.13
VEH_1965,2,49.63,313.59,2676.00,325.00,120.00,2231.00,870.38,400.00,470.38
VEH_1966,4,90.26,537.94,3540.00,535.00,240.00,2765.00,1206.90,400.00,806.90
VEH_1967,2,44.35,184.70,2940.00,207.00,120.00,2613.00,677.05,400.00,277.05
VEH_1968,2,48.09,314.42,3425.00,307.00,120.00,2998.00,871.63,400.00,471.63
VEH_1969,1,34.29,284.57,3360.00,289.00,60.00,3011.00,826.85,400.00,426.85
VEH_1970,2,45.00,93.77,3360.00,108.00,120.00,3132.00,540.66,400.00,140.66
VEH_1971,7,156.68,574.91,5160.00,619.00,420.00,4121.00,1262.36,400.00,862.36
VEH_1972,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1973,2,54.96,333.95,3886.00,337.00,120.00,3429.00,1101.11,500.00,601.11
VEH_1974,2,54.73,74.33,3801.00,88.00,120.00,3593.00,633.80,500.00,133.80
VEH_1975,2,44.17,321.69,3796.00,324.00,120.00,3352.00,1079.04,500.00,579.04
VEH_1976,3,80.62,344.27,4800.00,356.00,180.00,4264.00,1119.69,500.00,619.69
VEH_1977,2,37.50,313.34,3784.00,304.00,120.00,3360.00,1064.01,500.00,564.01
VEH_1978,4,101.84,163.85,4124.00,185.00,240.00,3699.00,794.93,500.00,294.93
VEH_1979,2,54.86,145.48,3860.00,173.00,120.00,3567.00,761.87,500.00,261.87
VEH_1980,2,48.06,144.94,3720.00,152.00,120.00,3448.00,760.89,500.00,260.89
VEH_1981,2,53.58,271.16,3843.00,292.00,120.00,3431.00,988.08,500.00,488.08
VEH_1982,2,53.09,372.99,3921.00,372.00,120.00,3429.00,1171.39,500.00,671.39
VEH_1983,2,53.00,320.46,3813.00,318.00,120.00,3375.00,1076.82,500.00,576.82
VEH_1984,2,52.04,171.50,3867.00,200.00,120.00,3547.00,808.69,500.00,308.69
VEH_1985,2,54.71,378.23,4380.00,394.00,120.00,3866.00,1180.81,500.00,680.81
VEH_1986,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1987,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1988,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1989,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1990,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1991,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1992,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1993,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1994,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1995,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1996,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1997,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1998,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_1999,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2000,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2001,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2002,7,126.31,1569.51,6240.00,1664.00,420.00,4156.00,1415.60,160.00,1255.60
VEH_2003,1,23.95,306.91,840.00,300.00,60.00,480.00,405.52,160.00,245.52
VEH_2004,1,18.95,306.91,1080.00,300.00,60.00,720.00,405.52,160.00,245.52
VEH_2005,5,101.71,792.47,4980.00,835.00,300.00,3845.00,793.97,160.00,633.97
VEH_2006,10,205.49,1814.85,4980.00,1910.00,600.00,2470.00,1611.88,160.00,1451.88
VEH_2007,1,19.52,306.91,1080.00,300.00,60.00,720.00,405.52,160.00,245.52
VEH_2008,6,137.36,1496.03,5460.00,1574.00,360.00,3526.00,1356.82,160.00,1196.82
VEH_2009,2,49.55,251.45,2395.00,266.00,120.00,2009.00,361.16,160.00,201.16
VEH_2010,1,22.21,306.91,2580.00,300.00,60.00,2220.00,405.52,160.00,245.52
VEH_2011,8,163.01,1267.71,5247.00,1361.00,480.00,3406.00,1174.17,160.00,1014.17
VEH_2012,4,83.42,649.13,3839.00,658.00,240.00,2941.00,679.31,160.00,519.31
VEH_2013,2,43.92,642.23,4980.00,638.00,120.00,4222.00,673.78,160.00,513.78
VEH_2014,3,62.19,293.13,4020.00,334.00,180.00,3506.00,394.50,160.00,234.50
VEH_2015,1,19.60,167.75,2580.00,173.00,60.00,2347.00,294.20,160.00,134.20
VEH_2016,7,158.62,1102.07,6240.00,1204.00,420.00,4616.00,1041.65,160.00,881.65
VEH_2017,1,17.89,306.91,2520.00,300.00,60.00,2160.00,405.52,160.00,245.52
VEH_2018,5,102.59,1208.40,5160.00,1244.00,300.00,3616.00,1126.72,160.00,966.72
VEH_2019,6,121.33,1190.78,4380.00,1243.00,360.00,2777.00,1112.63,160.00,952.63
VEH_2020,1,23.10,265.85,2477.00,257.00,60.00,2160.00,372.68,160.00,212.68
VEH_2021,5,95.79,880.73,4020.00,954.00,300.00,2766.00,864.59,160.00,704.59
VEH_2022,2,54.93,226.57,3540.00,255.00,120.00,3165.00,446.57,220.00,226.57
VEH_2023,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2024,1,31.31,306.91,2160.00,300.00,60.00,1800.00,526.91,220.00,306.91
VEH_2025,5,129.96,613.98,4800.00,665.00,300.00,3835.00,833.98,220.00,613.98
VEH_2026,2,32.02,408.57,2580.00,436.00,120.00,2024.00,628.57,220.00,408.57
VEH_2027,1,25.42,273.41,3360.00,275.00,60.00,3025.00,493.41,220.00,273.41
VEH_2028,5,125.88,1223.39,5160.00,1265.00,300.00,3595.00,1443.39,220.00,1223.39
VEH_2029,2,49.84,423.08,4980.00,448.00,120.00,4412.00,643.08,220.00,423.08
VEH_2030,1,30.16,349.99,3360.00,351.00,60.00,2949.00,569.99,220.00,349.99
VEH_2031,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2032,6,141.69,727.25,6600.00,791.00,360.00,5449.00,947.25,220.00,727.25
VEH_2033,2,32.47,410.10,2290.00,413.00,120.00,1757.00,630.10,220.00,410.10
VEH_2034,2,31.81,450.79,2326.00,449.00,120.00,1757.00,670.79,220.00,450.79
VEH_2035,2,32.74,387.35,2305.00,402.00,120.00,1783.00,607.35,220.00,387.35
VEH_2036,6,145.89,562.18,4594.00,655.00,360.00,3579.00,782.18,220.00,562.18
VEH_2037,1,20.07,349.99,3360.00,351.00,60.00,2949.00,569.99,220.00,349.99
VEH_2038,1,24.76,261.89,3360.00,264.00,60.00,3036.00,481.89,220.00,261.89
VEH_2039,1,23.05,321.73,3540.00,338.00,60.00,3142.00,541.73,220.00,321.73
VEH_2040,5,139.77,635.15,4605.00,666.00,300.00,3639.00,855.15,220.00,635.15
VEH_2041,5,123.28,541.52,4800.00,617.00,300.00,3883.00,761.52,220.00,541.52
VEH_2042,7,148.49,866.47,4380.00,910.00,420.00,3050.00,1339.77,300.00,1039.77
VEH_2043,2,41.63,545.24,2622.00,526.00,120.00,1976.00,954.29,300.00,654.29
VEH_2044,2,40.01,396.89,2445.00,429.00,120.00,1896.00,776.26,300.00,476.26
VEH_2045,2,41.44,595.89,2626.00,603.00,120.00,1903.00,1015.07,300.00,715.07
VEH_2046,2,39.75,383.62,2391.00,401.00,120.00,1870.00,760.35,300.00,460.35
VEH_2047,5,125.32,362.74,3739.00,419.00,300.00,3020.00,735.29,300.00,435.29
VEH_2048,2,44.30,262.69,2580.00,291.00,120.00,2169.00,615.23,300.00,315.23
VEH_2049,4,98.84,317.74,2991.00,355.00,240.00,2396.00,681.29,300.00,381.29
VEH_2050,2,41.07,227.65,2580.00,240.00,120.00,2220.00,573.18,300.00,273.18
VEH_2051,1,26.56,250.58,2280.00,259.00,60.00,1961.00,600.69,300.00,300.69
VEH_2052,3,94.00,337.83,4380.00,376.00,180.00,3824.00,705.40,300.00,405.40
VEH_2053,5,133.73,512.78,4800.00,547.00,300.00,3953.00,915.34,300.00,615.34
VEH_2054,4,91.41,423.02,5460.00,466.00,240.00,4754.00,807.62,300.00,507.62
VEH_2055,4,76.40,629.75,4020.00,630.00,240.00,3150.00,1055.70,300.00,755.70
VEH_2056,7,147.69,419.88,3720.00,499.00,420.00,2801.00,803.85,300.00,503.85
VEH_2057,3,62.38,230.68,2580.00,271.00,180.00,2129.00,576.81,300.00,276.81
VEH_2058,2,40.97,485.02,3540.00,482.00,120.00,2938.00,882.02,300.00,582.02
VEH_2059,5,117.02,338.99,4380.00,400.00,300.00,3680.00,706.78,300.00,406.78
VEH_2060,5,136.59,601.62,4601.00,659.00,300.00,3642.00,1021.95,300.00,721.95
VEH_2061,5,117.65,306.54,4980.00,355.00,300.00,4325.00,667.85,300.00,367.85
VEH_2062,1,31.17,245.49,3360.00,243.00,60.00,3057.00,768.24,400.00,368.24
VEH_2063,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2064,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2065,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2066,4,95.76,277.64,3594.00,298.00,240.00,3056.00,816.47,400.00,416.47
VEH_2067,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2068,2,47.99,396.26,4020.00,399.00,120.00,3501.00,994.40,400.00,594.40
VEH_2069,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2070,4,94.61,250.31,3838.00,260.00,240.00,3338.00,775.47,400.00,375.47
VEH_2071,5,121.26,476.02,4800.00,508.00,300.00,3992.00,1114.03,400.00,714.03
VEH_2072,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2073,6,135.64,320.60,6600.00,378.00,360.00,5862.00,880.90,400.00,480.90
VEH_2074,2,48.20,70.71,4020.00,79.00,120.00,3821.00,506.07,400.00,106.07
VEH_2075,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2076,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2077,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2078,2,47.76,341.43,4380.00,350.00,120.00,3910.00,912.14,400.00,512.14
VEH_2079,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2080,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2081,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2082,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2083,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2084,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2085,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2086,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2087,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2088,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2089,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2090,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2091,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2092,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2093,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2094,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2095,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2096,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2097,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2098,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2099,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2100,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2101,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
VEH_2102,8,161.07,1101.00,3981.00,1168.00,480.00,2333.00,1040.80,160.00,880.80
VEH_2103,2,48.49,506.21,4380.00,528.00,120.00,3732.00,564.96,160.00,404.96
VEH_2104,6,130.07,1190.15,5160.00,1254.00,360.00,3546.00,1112.12,160.00,952.12
VEH_2105,5,114.35,444.49,5160.00,517.00,300.00,4343.00,515.59,160.00,355.59
VEH_2106,3,64.74,584.27,4020.00,624.00,180.00,3216.00,627.42,160.00,467.42
VEH_2107,4,88.82,1110.09,3826.00,1153.00,240.00,2433.00,1048.08,160.00,888.08
VEH_2108,5,114.00,663.81,5460.00,721.00,300.00,4439.00,691.05,160.00,531.05
VEH_2109,9,209.16,827.61,5460.00,994.00,540.00,3926.00,822.08,160.00,662.08
VEH_2110,7,161.89,1131.93,5160.00,1237.00,420.00,3503.00,1065.55,160.00,905.55
