ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
20230515B495217_001,VEH_1760,8,D_105,2023-05-16 11:37,0,60,2023-05-16 12:37,Yes,26.19,420,900,5
Null,VEH_1761,1,O_614,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305176316920,VEH_1761,2,D_1561,2023-05-15 23:34,0,60,2023-05-16 00:34,Yes,15.26,1080,120,3
MF2305236350941,VEH_1761,3,D_1757,2023-05-16 02:01,479,60,2023-05-16 11:00,Yes,8.8,600,1020,3
Null,VEH_1761,4,O_73,2023-05-16 12:21,0,0,2023-05-16 12:21,Null,0.0,0,1440,-1
MF2305316385761,VEH_1761,5,D_1966,2023-05-16 16:51,69,60,2023-05-16 19:00,Yes,18.1,1080,120,6
Null,VEH_1761,6,O_614,2023-05-16 19:52,0,0,2023-05-16 19:52,Null,0.0,0,1440,-1
MF2305176317235,VEH_1761,7,D_1404,Null,Null,Null,Null,No,18.86,780,1080,7
Null,VEH_1761,8,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176324638,VEH_1761,9,D_1393,Null,Null,Null,Null,No,25.56,1080,120,7
Null,VEH_1761,10,O_614,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176317227,VEH_1761,11,D_1402,Null,Null,Null,Null,No,24.09,0,360,7
Null,VEH_1762,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305176322237,VEH_1762,2,D_1613,2023-05-15 17:38,22,60,2023-05-15 19:00,Yes,20.68,1080,120,2
Null,VEH_1763,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166312215,VEH_1763,2,D_1802,2023-05-15 17:11,0,60,2023-05-15 18:11,Yes,15.37,780,1080,2
Null,VEH_1763,3,O_68,2023-05-16 13:52,0,0,2023-05-16 13:52,Null,0.0,0,1440,-1
20230516B001161_001,VEH_1763,4,D_70,2023-05-16 12:43,0,60,2023-05-16 13:43,Yes,16.01,600,1020,6
Null,VEH_1764,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166314293,VEH_1764,2,D_1524,2023-05-15 16:02,0,60,2023-05-15 17:02,Yes,18.47,780,1080,2
Null,VEH_1764,3,O_70,2023-05-15 18:29,0,0,2023-05-15 18:29,Null,0.0,0,1440,-1
MF2305166311764,VEH_1764,4,D_1380,2023-05-15 22:38,0,60,2023-05-15 23:38,Yes,25.62,1080,120,3
Null,VEH_1764,5,O_800,2023-05-16 00:43,0,0,2023-05-16 00:43,Null,0.0,0,1440,-1
20230515B497747_001,VEH_1764,6,D_173,2023-05-16 01:13,0,60,2023-05-16 02:13,Yes,17.07,1080,120,4
Null,VEH_1764,7,O_800,2023-05-16 06:43,0,0,2023-05-16 06:43,Null,0.0,0,1440,-1
N_20230515939012,VEH_1764,8,D_98,2023-05-16 06:49,191,60,2023-05-16 11:00,Yes,19.62,600,1020,4
Null,VEH_1764,9,O_800,2023-05-16 12:40,0,0,2023-05-16 12:40,Null,0.0,0,1440,-1
20230516B499834_001,VEH_1764,10,D_209,2023-05-16 13:23,0,60,2023-05-16 14:23,Yes,25.54,600,1020,6
Null,VEH_1764,11,O_276,2023-05-16 18:22,0,0,2023-05-16 18:22,Null,0.0,0,1440,-1
20230515B495346_001,VEH_1764,12,D_41,2023-05-16 20:23,217,60,2023-05-17 01:00,Yes,15.19,0,360,7
20230515B494847_001,VEH_1764,13,D_55,Null,Null,Null,Null,No,9.35,780,1080,7
Null,VEH_1764,14,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18410580,VEH_1764,15,D_286,Null,Null,Null,Null,No,26.17,1080,120,10
Null,VEH_1765,1,O_614,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305176322261,VEH_1765,2,D_1628,2023-05-15 23:37,23,60,2023-05-16 01:00,Yes,26.2,0,360,3
Null,VEH_1765,3,O_42,2023-05-16 06:34,0,0,2023-05-16 06:34,Null,0.0,0,1440,-1
MF2305166313271,VEH_1765,4,D_1295,2023-05-16 11:49,0,60,2023-05-16 12:49,Yes,21.69,600,1020,5
Null,VEH_1765,5,O_614,2023-05-16 13:34,0,0,2023-05-16 13:34,Null,0.0,0,1440,-1
MF2305176317234,VEH_1765,6,D_1416,2023-05-16 15:01,959,60,2023-05-17 08:00,Yes,21.79,420,900,6
Null,VEH_1765,7,O_800,2023-05-17 09:04,0,0,2023-05-17 09:04,Null,0.0,0,1440,-1
20230516B001097_001,VEH_1765,8,D_109,Null,Null,Null,Null,No,25.04,1080,120,4
Null,VEH_1766,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305176322236,VEH_1766,2,D_1753,2023-05-15 17:27,33,60,2023-05-15 19:00,Yes,17.19,1080,120,1
Null,VEH_1766,3,O_537,2023-05-15 19:21,0,0,2023-05-15 19:21,Null,0.0,0,1440,-1
M18406191,VEH_1766,4,D_342,2023-05-15 22:23,97,60,2023-05-16 01:00,Yes,20.4,0,360,3
Null,VEH_1766,5,O_428,2023-05-16 01:29,0,0,2023-05-16 01:29,Null,0.0,0,1440,-1
MF2305166315096,VEH_1766,6,D_2151,2023-05-16 05:30,0,60,2023-05-16 06:30,Yes,15.28,0,360,4
Null,VEH_1766,7,O_40,2023-05-16 07:33,0,0,2023-05-16 07:33,Null,0.0,0,1440,-1
20230516B499767_001,VEH_1766,8,D_233,2023-05-16 08:26,0,60,2023-05-16 09:26,Yes,25.68,420,900,5
Null,VEH_1766,9,O_800,2023-05-16 12:38,0,0,2023-05-16 12:38,Null,0.0,0,1440,-1
MF2305166314880,VEH_1766,10,D_1186,2023-05-16 15:07,0,60,2023-05-16 16:07,Yes,20.68,600,1020,6
Null,VEH_1766,11,O_555,2023-05-17 07:17,0,0,2023-05-17 07:17,Null,0.0,0,1440,-1
20230516B000195_001,VEH_1766,12,D_109,2023-05-17 08:58,62,60,2023-05-17 11:00,Yes,24.66,600,1020,7
Null,VEH_1766,13,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498651_001,VEH_1766,14,D_8,Null,Null,Null,Null,No,20.56,780,1080,10
Null,VEH_1767,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305236350931,VEH_1767,2,D_1757,2023-05-15 16:53,0,60,2023-05-15 17:53,Yes,17.63,600,1020,2
Null,VEH_1767,3,O_73,2023-05-15 18:21,0,0,2023-05-15 18:21,Null,0.0,0,1440,-1
MF2305316385700,VEH_1767,4,D_1965,2023-05-15 22:30,90,60,2023-05-16 01:00,Yes,19.02,0,360,1
Null,VEH_1767,5,O_292,2023-05-16 01:00,0,0,2023-05-16 01:00,Null,0.0,0,1440,-1
20230516B000565_001,VEH_1767,6,D_109,2023-05-16 04:13,0,60,2023-05-16 05:13,Yes,23.21,0,360,4
Null,VEH_1767,7,O_276,2023-05-16 06:50,0,0,2023-05-16 06:50,Null,0.0,0,1440,-1
20230513B493988_001,VEH_1767,8,D_40,2023-05-16 08:37,83,60,2023-05-16 11:00,Yes,22.39,600,1020,3
Null,VEH_1767,9,O_800,2023-05-16 12:07,0,0,2023-05-16 12:07,Null,0.0,0,1440,-1
20230515B495035_001,VEH_1767,10,D_1,2023-05-16 14:01,599,60,2023-05-17 01:00,Yes,17.39,0,360,6
20230515B497614_001,VEH_1767,11,D_205,Null,Null,Null,Null,No,9.35,1080,120,6
Null,VEH_1767,12,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495767_001,VEH_1767,13,D_61,Null,Null,Null,Null,No,23.52,780,1080,6
Null,VEH_1768,1,O_614,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305176322263,VEH_1768,2,D_1659,2023-05-15 23:14,46,60,2023-05-16 01:00,Yes,24.55,0,360,1
Null,VEH_1768,3,O_68,2023-05-16 13:55,0,0,2023-05-16 13:55,Null,0.0,0,1440,-1
MF2305176316611,VEH_1768,4,D_1683,2023-05-16 15:50,130,60,2023-05-16 19:00,Yes,10.77,1080,120,6
Null,VEH_1769,1,O_614,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305176322281,VEH_1769,2,D_1613,2023-05-15 23:38,22,60,2023-05-16 01:00,Yes,25.93,0,360,3
Null,VEH_1770,1,O_614,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305176322244,VEH_1770,2,D_1613,2023-05-15 23:38,22,60,2023-05-16 01:00,Yes,22.73,0,360,1
Null,VEH_1771,1,O_614,2023-05-15 18:00,0,0,2023-05-15 18:00,Null,0.0,0,1440,-1
MF2305236350937,VEH_1771,2,D_1757,2023-05-15 22:53,67,60,2023-05-16 01:00,Yes,19.42,0,360,1
Null,VEH_1771,3,O_73,2023-05-16 01:21,0,0,2023-05-16 01:21,Null,0.0,0,1440,-1
MF2305316384884,VEH_1771,4,D_1370,2023-05-16 03:31,0,60,2023-05-16 04:31,Yes,22.02,0,360,4
Null,VEH_1771,5,O_276,2023-05-16 07:42,0,0,2023-05-16 07:42,Null,0.0,0,1440,-1
20230515B494877_001,VEH_1771,6,D_54,2023-05-16 10:10,0,60,2023-05-16 11:10,Yes,19.13,600,1020,4
Null,VEH_1771,7,O_40,2023-05-16 12:25,0,0,2023-05-16 12:25,Null,0.0,0,1440,-1
20230516B000480_001,VEH_1771,8,D_108,2023-05-16 13:09,0,60,2023-05-16 14:09,Yes,19.06,420,900,6
Null,VEH_1771,9,O_800,2023-05-16 18:44,0,0,2023-05-16 18:44,Null,0.0,0,1440,-1
20230515B498213_001,VEH_1771,10,D_145,2023-05-16 19:22,278,60,2023-05-17 01:00,Yes,5.9,0,360,7
20230515B498343_001,VEH_1771,11,D_171,Null,Null,Null,Null,No,9.48,780,1080,7
Null,VEH_1771,12,O_40,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499563_001,VEH_1771,13,D_109,Null,Null,Null,Null,No,12.73,0,360,7
Null,VEH_1772,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176322575,VEH_1772,2,D_1568,2023-05-16 00:22,0,60,2023-05-16 01:22,Yes,24.12,1080,120,4
MF2305176322604,VEH_1772,3,D_1403,2023-05-16 02:59,421,60,2023-05-16 11:00,Yes,5.25,600,1020,4
Null,VEH_1772,4,O_26,2023-05-16 11:19,0,0,2023-05-16 11:19,Null,0.0,0,1440,-1
N_20230516939235,VEH_1772,5,D_179,2023-05-16 11:38,0,60,2023-05-16 12:38,Yes,32.82,420,900,5
Null,VEH_1772,6,O_800,2023-05-16 13:11,0,0,2023-05-16 13:11,Null,0.0,0,1440,-1
20230515B498062_001,VEH_1772,7,D_17,2023-05-16 13:28,272,60,2023-05-16 19:00,Yes,28.83,1080,120,5
Null,VEH_1772,8,O_129,2023-05-16 19:00,0,0,2023-05-16 19:00,Null,0.0,0,1440,-1
20230516B498911_001,VEH_1772,9,D_208,2023-05-16 20:01,0,60,2023-05-16 21:01,Yes,8.2,1080,120,6
Null,VEH_1772,10,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498223_001,VEH_1772,11,D_146,Null,Null,Null,Null,No,27.46,780,1080,7
Null,VEH_1773,1,O_614,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305176324580,VEH_1773,2,D_1654,2023-05-16 07:57,0,60,2023-05-16 08:57,Yes,23.44,420,900,5
MF2305176322593,VEH_1773,3,D_1611,2023-05-16 09:37,23,60,2023-05-16 11:00,Yes,8.91,600,1020,5
Null,VEH_1773,4,O_390,2023-05-16 12:00,0,0,2023-05-16 12:00,Null,0.0,0,1440,-1
MF2305316390879,VEH_1773,5,D_1184,2023-05-16 12:48,312,60,2023-05-16 19:00,Yes,22.8,1080,120,6
Null,VEH_1773,6,O_800,2023-05-17 06:58,0,0,2023-05-17 06:58,Null,0.0,0,1440,-1
20230516B000009_001,VEH_1773,7,D_1,Null,Null,Null,Null,No,24.63,780,1080,9
Null,VEH_1773,8,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498663_001,VEH_1773,9,D_32,Null,Null,Null,Null,No,28.51,1080,120,10
Null,VEH_1774,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176317512,VEH_1774,2,D_1407,2023-05-16 01:52,0,60,2023-05-16 02:52,Yes,21.38,1080,120,4
Null,VEH_1774,3,O_279,2023-05-16 06:17,0,0,2023-05-16 06:17,Null,0.0,0,1440,-1
M18405440,VEH_1774,4,D_921,2023-05-16 12:05,55,60,2023-05-16 14:00,Yes,30.99,780,1080,0
Null,VEH_1775,1,O_614,2023-05-16 18:00,0,0,2023-05-16 18:00,Null,0.0,0,1440,-1
MF2305176322625,VEH_1775,2,D_1613,2023-05-16 23:38,22,60,2023-05-17 01:00,Yes,32.13,0,360,5
Null,VEH_1776,1,O_614,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305176317233,VEH_1776,2,D_1395,2023-05-16 07:43,137,60,2023-05-16 11:00,Yes,11.1,600,1020,5
MF2305176322612,VEH_1776,3,D_1210,2023-05-16 13:04,0,60,2023-05-16 14:04,Yes,19.89,780,1080,4
Null,VEH_1776,4,O_819,2023-05-16 15:01,0,0,2023-05-16 15:01,Null,0.0,0,1440,-1
MF2305176319839,VEH_1776,5,D_1361,2023-05-16 16:31,0,60,2023-05-16 17:31,Yes,24.89,780,1080,6
Null,VEH_1776,6,O_19,2023-05-16 17:33,0,0,2023-05-16 17:33,Null,0.0,0,1440,-1
20230515B496830_001,VEH_1776,7,D_233,Null,Null,Null,Null,No,27.57,780,1080,4
Null,VEH_1776,8,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B003215_001,VEH_1776,9,D_199,Null,Null,Null,Null,No,28.61,780,1080,10
Null,VEH_1777,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176317216,VEH_1777,2,D_1419,2023-05-16 01:33,327,60,2023-05-16 08:00,Yes,16.01,420,900,4
MF2305176322584,VEH_1777,3,D_1611,2023-05-16 09:41,19,60,2023-05-16 11:00,Yes,15.42,600,1020,4
Null,VEH_1777,4,O_390,2023-05-16 12:00,0,0,2023-05-16 12:00,Null,0.0,0,1440,-1
MF2305166315027,VEH_1777,5,D_1449,2023-05-16 14:12,228,60,2023-05-16 19:00,Yes,30.76,1080,120,4
Null,VEH_1777,6,O_279,2023-05-16 19:20,0,0,2023-05-16 19:20,Null,0.0,0,1440,-1
M18410113,VEH_1777,7,D_425,2023-05-16 19:13,0,60,2023-05-16 20:13,Yes,23.9,1080,120,5
Null,VEH_1777,8,O_279,2023-05-16 20:28,0,0,2023-05-16 20:28,Null,0.0,0,1440,-1
20230516B499886_001,VEH_1777,9,D_208,2023-05-16 21:58,0,60,2023-05-16 22:58,Yes,30.21,1080,120,6
Null,VEH_1777,10,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000497_001,VEH_1777,11,D_17,Null,Null,Null,Null,No,24.75,420,900,10
Null,VEH_1777,12,O_129,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B002743_001,VEH_1777,13,D_109,Null,Null,Null,Null,No,28.67,780,1080,10
Null,VEH_1778,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176317232,VEH_1778,2,D_1419,2023-05-16 01:33,327,60,2023-05-16 08:00,Yes,25.15,420,900,4
Null,VEH_1778,3,O_276,2023-05-16 08:24,0,0,2023-05-16 08:24,Null,0.0,0,1440,-1
MF2305176316837,VEH_1778,4,D_1381,2023-05-16 10:40,0,60,2023-05-16 11:40,Yes,28.2,600,1020,4
Null,VEH_1778,5,O_62,2023-05-16 12:18,0,0,2023-05-16 12:18,Null,0.0,0,1440,-1
20230515B497995_001,VEH_1778,6,D_233,2023-05-16 13:09,0,60,2023-05-16 14:09,Yes,31.46,780,1080,0
Null,VEH_1778,7,O_800,2023-05-16 18:38,0,0,2023-05-16 18:38,Null,0.0,0,1440,-1
20230515B495808_001,VEH_1778,8,D_107,2023-05-16 19:22,0,60,2023-05-16 20:22,Yes,21.15,1080,120,7
20230515B495673_001,VEH_1778,9,D_23,2023-05-17 00:39,0,60,2023-05-17 01:39,Yes,11.09,1080,120,7
Null,VEH_1779,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176317236,VEH_1779,2,D_1416,2023-05-16 02:30,270,60,2023-05-16 08:00,Yes,20.59,420,900,4
Null,VEH_1779,3,O_129,2023-05-16 08:33,0,0,2023-05-16 08:33,Null,0.0,0,1440,-1
20230516B498913_001,VEH_1779,4,D_208,2023-05-16 09:25,35,60,2023-05-16 11:00,Yes,32.67,600,1020,4
Null,VEH_1779,5,O_800,2023-05-16 12:53,0,0,2023-05-16 12:53,Null,0.0,0,1440,-1
20230515B495692_001,VEH_1779,6,D_48,2023-05-16 14:05,0,60,2023-05-16 15:05,Yes,32.61,600,1020,6
Null,VEH_1779,7,O_276,2023-05-16 18:43,0,0,2023-05-16 18:43,Null,0.0,0,1440,-1
20230515B495510_001,VEH_1779,8,D_163,2023-05-16 20:10,230,60,2023-05-17 01:00,Yes,29.13,0,360,5
Null,VEH_1779,9,O_800,2023-05-17 06:52,0,0,2023-05-17 06:52,Null,0.0,0,1440,-1
20230516B000518_001,VEH_1779,10,D_8,2023-05-17 07:27,153,60,2023-05-17 11:00,Yes,22.69,600,1020,9
Null,VEH_1779,11,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18410533,VEH_1779,12,D_273,Null,Null,Null,Null,No,30.99,420,900,10
Null,VEH_1779,13,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B001629_001,VEH_1779,14,D_1,Null,Null,Null,Null,No,15.67,0,360,10
20230517B003456_001,VEH_1779,15,D_1,Null,Null,Null,Null,No,13.03,1080,120,10
Null,VEH_1780,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176317504,VEH_1780,2,D_1540,2023-05-16 01:49,311,60,2023-05-16 08:00,Yes,25.4,420,900,4
Null,VEH_1780,3,O_279,2023-05-16 08:21,0,0,2023-05-16 08:21,Null,0.0,0,1440,-1
M18406374,VEH_1780,4,D_596,2023-05-16 12:29,31,60,2023-05-16 14:00,Yes,29.47,780,1080,3
Null,VEH_1780,5,O_800,2023-05-16 17:52,0,0,2023-05-16 17:52,Null,0.0,0,1440,-1
20230515B495667_001,VEH_1780,6,D_82,2023-05-16 17:41,19,60,2023-05-16 19:00,Yes,16.98,1080,120,5
Null,VEH_1780,7,O_800,2023-05-16 19:14,0,0,2023-05-16 19:14,Null,0.0,0,1440,-1
20230516B499828_001,VEH_1780,8,D_109,2023-05-16 21:35,745,60,2023-05-17 11:00,Yes,27.81,600,1020,4
Null,VEH_1780,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499312_001,VEH_1780,10,D_146,Null,Null,Null,Null,No,32.16,1080,120,10
Null,VEH_1781,1,O_614,2023-05-16 12:00,0,0,2023-05-16 12:00,Null,0.0,0,1440,-1
MF2305176322582,VEH_1781,2,D_1615,2023-05-16 13:55,0,60,2023-05-16 14:55,Yes,27.54,420,900,6
Null,VEH_1781,3,O_819,2023-05-16 18:59,0,0,2023-05-16 18:59,Null,0.0,0,1440,-1
M18409758,VEH_1781,4,D_295,2023-05-16 18:38,322,60,2023-05-17 01:00,Yes,31.41,0,360,4
Null,VEH_1781,5,O_819,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186335453,VEH_1781,6,D_1426,Null,Null,Null,Null,No,29.04,780,1080,10
Null,VEH_1782,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176322620,VEH_1782,2,D_1406,2023-05-16 01:14,346,60,2023-05-16 08:00,Yes,26.48,420,900,4
Null,VEH_1782,3,O_495,2023-05-16 08:17,0,0,2023-05-16 08:17,Null,0.0,0,1440,-1
20230516B000334_001,VEH_1782,4,D_109,2023-05-16 09:55,5,60,2023-05-16 11:00,Yes,30.52,600,1020,4
Null,VEH_1782,5,O_276,2023-05-16 12:50,0,0,2023-05-16 12:50,Null,0.0,0,1440,-1
20230515B494686_001,VEH_1782,6,D_36,2023-05-16 14:25,215,60,2023-05-16 19:00,Yes,11.68,1080,120,6
Null,VEH_1782,7,O_819,2023-05-16 19:50,0,0,2023-05-16 19:50,Null,0.0,0,1440,-1
MF2305176319831,VEH_1782,8,D_1792,2023-05-16 23:18,42,60,2023-05-17 01:00,Yes,28.27,0,360,6
Null,VEH_1782,9,O_288,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176321706,VEH_1782,10,D_1524,Null,Null,Null,Null,No,22.99,1080,120,10
Null,VEH_1783,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305236351047,VEH_1783,2,D_1757,2023-05-16 04:53,127,60,2023-05-16 08:00,Yes,20.95,420,900,4
Null,VEH_1783,3,O_73,2023-05-16 12:21,0,0,2023-05-16 12:21,Null,0.0,0,1440,-1
MF2305316383926,VEH_1783,4,D_1370,2023-05-16 14:31,0,60,2023-05-16 15:31,Yes,18.79,600,1020,6
Null,VEH_1783,5,O_555,2023-05-17 07:29,0,0,2023-05-17 07:29,Null,0.0,0,1440,-1
MF2305156310487,VEH_1783,6,D_2100,Null,Null,Null,Null,No,32.88,600,1020,3
Null,VEH_1783,7,O_368,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305306378623,VEH_1783,8,D_2754,Null,Null,Null,Null,No,21.6,780,1080,8
Null,VEH_1784,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176322240,VEH_1784,2,D_1616,2023-05-16 04:58,122,60,2023-05-16 08:00,Yes,29.35,420,900,3
Null,VEH_1785,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176322271,VEH_1785,2,D_1410,2023-05-16 04:57,123,60,2023-05-16 08:00,Yes,30.86,420,900,3
Null,VEH_1785,3,O_93,2023-05-16 12:11,0,0,2023-05-16 12:11,Null,0.0,0,1440,-1
MF2305186339018,VEH_1785,4,D_1184,2023-05-16 15:35,0,60,2023-05-16 16:35,Yes,18.77,600,1020,6
20230516B000246_001,VEH_1785,5,D_233,2023-05-16 17:01,59,60,2023-05-16 19:00,Yes,13.37,1080,120,6
Null,VEH_1785,6,O_800,2023-05-16 19:38,0,0,2023-05-16 19:38,Null,0.0,0,1440,-1
20230515B498505_001,VEH_1785,7,D_209,2023-05-16 20:28,632,60,2023-05-17 08:00,Yes,9.95,420,900,7
20230516B499989_001,VEH_1785,8,D_209,2023-05-16 20:28,212,60,2023-05-17 01:00,Yes,19.62,0,360,5
Null,VEH_1785,9,O_276,2023-05-17 01:22,0,0,2023-05-17 01:22,Null,0.0,0,1440,-1
M18410502,VEH_1785,10,D_324,2023-05-17 05:06,0,60,2023-05-17 06:06,Yes,28.85,0,360,8
Null,VEH_1785,11,O_537,2023-05-17 06:10,0,0,2023-05-17 06:10,Null,0.0,0,1440,-1
M18410715,VEH_1785,12,D_320,2023-05-17 07:09,0,60,2023-05-17 08:09,Yes,25.46,420,900,9
Null,VEH_1786,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305176322270,VEH_1786,2,D_1201,2023-05-16 04:22,158,60,2023-05-16 08:00,Yes,21.32,420,900,2
Null,VEH_1786,3,O_288,2023-05-16 12:53,0,0,2023-05-16 12:53,Null,0.0,0,1440,-1
20230515B496188_001,VEH_1786,4,D_1,2023-05-16 15:05,0,60,2023-05-16 16:05,Yes,22.31,780,1080,6
Null,VEH_1786,5,O_276,2023-05-16 16:15,0,0,2023-05-16 16:15,Null,0.0,0,1440,-1
20230515B495556_001,VEH_1786,6,D_103,2023-05-16 17:51,0,60,2023-05-16 18:51,Yes,29.76,780,1080,6
Null,VEH_1786,7,O_19,2023-05-16 19:00,0,0,2023-05-16 19:00,Null,0.0,0,1440,-1
MF2305166314714,VEH_1786,8,D_1251,2023-05-16 19:04,296,60,2023-05-17 01:00,Yes,23.34,0,360,6
Null,VEH_1786,9,O_800,2023-05-17 01:44,0,0,2023-05-17 01:44,Null,0.0,0,1440,-1
20230516B000517_001,VEH_1786,10,D_8,2023-05-17 01:52,308,60,2023-05-17 08:00,Yes,22.35,420,900,8
Null,VEH_1786,11,O_19,2023-05-17 08:55,0,0,2023-05-17 08:55,Null,0.0,0,1440,-1
20230516B498978_006,VEH_1786,12,D_208,2023-05-17 09:39,21,60,2023-05-17 11:00,Yes,28.97,600,1020,7
Null,VEH_1786,13,O_800,2023-05-17 11:53,0,0,2023-05-17 11:53,Null,0.0,0,1440,-1
N_20230516944791,VEH_1786,14,D_205,Null,Null,Null,Null,No,22.31,0,360,8
Null,VEH_1787,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305236350939,VEH_1787,2,D_1757,2023-05-16 04:53,127,60,2023-05-16 08:00,Yes,15.09,420,900,2
MF2305176317228,VEH_1787,3,D_1271,2023-05-16 13:22,0,60,2023-05-16 14:22,Yes,13.51,780,1080,4
Null,VEH_1787,4,O_800,2023-05-16 15:05,0,0,2023-05-16 15:05,Null,0.0,0,1440,-1
20230515B498224_001,VEH_1787,5,D_146,2023-05-16 15:33,0,60,2023-05-16 16:33,Yes,31.23,780,1080,4
Null,VEH_1787,6,O_62,2023-05-17 06:29,0,0,2023-05-17 06:29,Null,0.0,0,1440,-1
20230516B499462_001,VEH_1787,7,D_109,Null,Null,Null,Null,No,27.15,780,1080,7
Null,VEH_1787,8,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B002741_001,VEH_1787,9,D_209,Null,Null,Null,Null,No,23.97,780,1080,9
Null,VEH_1787,10,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498838_001,VEH_1787,11,D_104,Null,Null,Null,Null,No,32.42,420,900,9
Null,VEH_1788,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166314294,VEH_1788,2,D_1201,2023-05-16 04:22,338,60,2023-05-16 11:00,Yes,23.21,600,1020,3
Null,VEH_1788,3,O_68,2023-05-16 13:16,0,0,2023-05-16 13:16,Null,0.0,0,1440,-1
MF2305166315600,VEH_1788,4,D_1326,2023-05-16 16:45,0,60,2023-05-16 17:45,Yes,16.71,600,1020,6
20230516B000299_001,VEH_1788,5,D_108,2023-05-16 18:26,754,60,2023-05-17 08:00,Yes,15.73,420,900,6
Null,VEH_1788,6,O_800,2023-05-17 08:44,0,0,2023-05-17 08:44,Null,0.0,0,1440,-1
N_20230515938873,VEH_1788,7,D_40,Null,Null,Null,Null,No,21.77,780,1080,4
Null,VEH_1788,8,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497252_001,VEH_1788,9,D_41,Null,Null,Null,Null,No,28.67,780,1080,3
Null,VEH_1788,10,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230517B002145_001,VEH_1788,11,D_37,Null,Null,Null,Null,No,28.19,1080,120,9
Null,VEH_1789,1,O_614,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
