ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_1652,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497189_001,VEH_1652,4,D_191,Null,Null,Null,Null,No,23.99,600,1020,2
Null,VEH_1653,1,O_555,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156310900,VEH_1653,2,D_2100,Null,Null,Null,Null,No,13.62,780,1080,0
Null,VEH_1653,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495976_001,VEH_1653,4,D_233,Null,Null,Null,Null,No,25.61,780,1080,0
Null,VEH_1654,1,O_555,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156310485,VEH_1654,2,D_2100,Null,Null,Null,Null,No,24.53,600,1020,2
Null,VEH_1657,1,O_555,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305306377963,VEH_1657,2,D_2740,Null,Null,Null,Null,No,16.98,1080,120,2
Null,VEH_1752,1,O_614,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305236350943,VEH_1752,2,D_1757,2023-05-15 04:53,0,60,2023-05-15 05:53,Yes,24.53,0,360,0
Null,VEH_1752,3,O_73,2023-05-15 06:21,0,0,2023-05-15 06:21,Null,0.0,0,1440,-1
MF2305316385707,VEH_1752,4,D_1968,2023-05-15 10:07,0,60,2023-05-15 11:07,Yes,19.71,600,1020,1
Null,VEH_1753,1,O_614,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305176316922,VEH_1753,2,D_1561,2023-05-15 05:34,86,60,2023-05-15 08:00,Yes,16.73,420,900,0
Null,VEH_1753,3,O_42,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156309754,VEH_1753,4,D_1295,Null,Null,Null,Null,No,21.09,1080,120,0
Null,VEH_1754,1,O_614,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305176322262,VEH_1754,2,D_1628,2023-05-15 05:37,83,60,2023-05-15 08:00,Yes,20.74,420,900,0
Null,VEH_1754,3,O_42,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156309718,VEH_1754,4,D_1295,Null,Null,Null,Null,No,11.76,1080,120,1
Null,VEH_1755,1,O_614,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305176322272,VEH_1755,2,D_1410,2023-05-15 04:57,123,60,2023-05-15 08:00,Yes,17.68,420,900,0
Null,VEH_1756,1,O_614,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305166314295,VEH_1756,2,D_1201,2023-05-15 04:22,338,60,2023-05-15 11:00,Yes,20.18,600,1020,0
Null,VEH_1756,3,O_73,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305316385709,VEH_1756,4,D_1965,Null,Null,Null,Null,No,13.1,780,1080,2
Null,VEH_1757,1,O_614,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166314292,VEH_1757,2,D_1224,2023-05-15 09:52,0,60,2023-05-15 10:52,Yes,25.75,420,900,1
Null,VEH_1757,3,O_288,Null,Null,Null,Null,Null,0.0,0,1440,-1
PND000021,VEH_1757,4,D_2487,Null,Null,Null,Null,No,25.75,1080,120,0
Null,VEH_1758,1,O_614,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176322279,VEH_1758,2,D_1225,2023-05-15 09:55,0,60,2023-05-15 10:55,Yes,20.6,420,900,1
Null,VEH_1758,3,O_288,Null,Null,Null,Null,Null,0.0,0,1440,-1
PND000208,VEH_1758,4,D_2241,Null,Null,Null,Null,No,16.75,1080,120,2
Null,VEH_1759,1,O_614,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305176316924,VEH_1759,2,D_1697,Null,Null,Null,Null,No,24.39,600,1020,1
Null,VEH_1760,1,O_614,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305246360148,VEH_1760,2,D_1757,Null,Null,Null,Null,No,23.14,780,1080,1
Null,VEH_1762,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305176322237,VEH_1762,2,D_1613,Null,Null,Null,Null,No,20.68,1080,120,2
Null,VEH_1763,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166312215,VEH_1763,2,D_1802,Null,Null,Null,Null,No,15.37,780,1080,2
Null,VEH_1764,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166314293,VEH_1764,2,D_1524,Null,Null,Null,Null,No,18.47,780,1080,2
Null,VEH_1766,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305176322236,VEH_1766,2,D_1753,Null,Null,Null,Null,No,17.19,1080,120,1
Null,VEH_1767,1,O_614,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305236350931,VEH_1767,2,D_1757,Null,Null,Null,Null,No,17.63,600,1020,2
Null,VEH_1852,1,O_495,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498481_001,VEH_1852,2,D_209,2023-05-15 00:56,0,60,2023-05-15 01:56,Yes,25.55,0,360,0
Null,VEH_1852,3,O_276,2023-05-15 06:22,0,0,2023-05-15 06:22,Null,0.0,0,1440,-1
20230513B494202_001,VEH_1852,4,D_67,2023-05-15 07:50,0,60,2023-05-15 08:50,Yes,20.17,420,900,1
Null,VEH_1852,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497546_001,VEH_1852,6,D_118,Null,Null,Null,Null,No,22.66,420,900,2
Null,VEH_1853,1,O_495,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498464_001,VEH_1853,2,D_1,2023-05-15 01:09,0,60,2023-05-15 02:09,Yes,9.52,0,360,0
20230515B495049_001,VEH_1853,3,D_6,2023-05-15 02:52,428,60,2023-05-15 11:00,Yes,16.22,600,1020,0
Null,VEH_1853,4,O_819,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305166312814,VEH_1853,5,D_1678,Null,Null,Null,Null,No,20.82,780,1080,2
Null,VEH_1854,1,O_495,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305256365178,VEH_1854,2,D_2403,2023-05-15 01:29,0,60,2023-05-15 02:29,Yes,23.25,0,360,0
Null,VEH_1854,3,O_26,2023-05-15 06:20,0,0,2023-05-15 06:20,Null,0.0,0,1440,-1
20230515B495615_001,VEH_1854,4,D_233,2023-05-15 07:01,179,60,2023-05-15 11:00,Yes,17.95,600,1020,0
Null,VEH_1854,5,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498423_001,VEH_1854,6,D_1,Null,Null,Null,Null,No,19.29,1080,120,1
Null,VEH_1854,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494245_001,VEH_1854,8,D_152,Null,Null,Null,Null,No,25.64,1080,120,2
Null,VEH_1855,1,O_495,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B495120_001,VEH_1855,2,D_29,2023-05-15 05:04,296,60,2023-05-15 11:00,Yes,22.21,600,1020,0
Null,VEH_1857,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B495064_001,VEH_1857,2,D_34,2023-05-15 08:44,0,60,2023-05-15 09:44,Yes,26.18,420,900,1
Null,VEH_1857,3,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305266369483,VEH_1857,4,D_1567,Null,Null,Null,Null,No,26.75,1080,120,0
Null,VEH_1858,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498485_001,VEH_1858,2,D_205,2023-05-15 06:57,183,60,2023-05-15 11:00,Yes,18.59,600,1020,0
Null,VEH_1858,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497451_001,VEH_1858,4,D_152,Null,Null,Null,Null,No,26.76,1080,120,1
Null,VEH_1861,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B495180_001,VEH_1861,2,D_61,2023-05-15 10:52,0,60,2023-05-15 11:52,Yes,23.83,420,900,1
Null,VEH_1861,3,O_73,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305316385715,VEH_1861,4,D_1967,Null,Null,Null,Null,No,23.48,1080,120,1
Null,VEH_1863,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305166314307,VEH_1863,2,D_1348,Null,Null,Null,Null,No,16.14,600,1020,1
Null,VEH_1863,3,O_42,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339741,VEH_1863,4,D_1184,Null,Null,Null,Null,No,20.16,1080,120,2
Null,VEH_1864,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156309513,VEH_1864,2,D_1193,2023-05-15 10:28,0,60,2023-05-15 11:28,Yes,14.15,420,900,1
Null,VEH_1864,3,O_68,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498535_001,VEH_1864,4,D_144,Null,Null,Null,Null,No,21.17,1080,120,1
Null,VEH_1865,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498478_001,VEH_1865,2,D_109,2023-05-15 07:48,0,60,2023-05-15 08:48,Yes,26.22,420,900,1
Null,VEH_1865,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494310_001,VEH_1865,4,D_132,Null,Null,Null,Null,No,17.74,1080,120,1
Null,VEH_1866,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B495073_001,VEH_1866,2,D_82,Null,Null,Null,Null,No,14.77,780,1080,0
Null,VEH_1866,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498060_001,VEH_1866,4,D_4,Null,Null,Null,Null,No,18.81,1080,120,1
Null,VEH_1867,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498422_001,VEH_1867,2,D_1,Null,Null,Null,Null,No,21.13,780,1080,0
Null,VEH_1867,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494214_001,VEH_1867,4,D_74,Null,Null,Null,Null,No,13.29,780,1080,2
20230513B494199_001,VEH_1867,5,D_143,Null,Null,Null,Null,No,12.96,0,360,2
Null,VEH_1867,6,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498445_001,VEH_1867,7,D_95,Null,Null,Null,Null,No,18.92,780,1080,1
Null,VEH_1868,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498468_001,VEH_1868,2,D_1,Null,Null,Null,Null,No,14.18,780,1080,0
Null,VEH_1868,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494244_001,VEH_1868,4,D_152,Null,Null,Null,Null,No,26.84,1080,120,1
Null,VEH_1869,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498473_001,VEH_1869,2,D_109,Null,Null,Null,Null,No,23.51,780,1080,0
Null,VEH_1869,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493998_001,VEH_1869,4,D_87,Null,Null,Null,Null,No,22.83,1080,120,2
Null,VEH_1870,1,O_495,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305156298556,VEH_1870,2,D_1298,Null,Null,Null,Null,No,21.65,780,1080,0
Null,VEH_1877,1,O_495,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230515B495194_001,VEH_1877,2,D_93,Null,Null,Null,Null,No,15.23,1080,120,2
Null,VEH_1883,1,O_495,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305156309481,VEH_1883,2,D_1214,Null,Null,Null,Null,No,30.63,1080,120,1
Null,VEH_1884,1,O_495,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230515B495172_001,VEH_1884,2,D_59,Null,Null,Null,Null,No,29.61,420,900,0
Null,VEH_2002,1,O_390,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305226348287,VEH_2002,2,D_1816,2023-05-15 04:52,128,60,2023-05-15 08:00,Yes,18.79,420,900,0
Null,VEH_2003,1,O_390,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305316391077,VEH_2003,2,D_1657,Null,Null,Null,Null,No,23.95,780,1080,1
Null,VEH_2004,1,O_390,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305316391129,VEH_2004,2,D_1657,Null,Null,Null,Null,No,18.95,780,1080,2
Null,VEH_2007,1,O_390,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305176324215,VEH_2007,2,D_1657,Null,Null,Null,Null,No,19.52,600,1020,2
Null,VEH_2202,1,O_19,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
MF2305166312126,VEH_2202,2,D_1598,Null,Null,Null,Null,No,22.04,1080,120,0
Null,VEH_2302,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497308_001,VEH_2302,2,D_53,2023-05-15 00:12,0,60,2023-05-15 01:12,Yes,21.12,0,360,0
Null,VEH_2302,3,O_800,2023-05-15 06:14,0,0,2023-05-15 06:14,Null,0.0,0,1440,-1
20230515B498260_001,VEH_2302,4,D_197,2023-05-15 07:38,142,60,2023-05-15 11:00,Yes,17.8,600,1020,1
Null,VEH_2302,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498105_001,VEH_2302,6,D_111,Null,Null,Null,Null,No,17.91,1080,120,2
Null,VEH_2303,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497540_001,VEH_2303,2,D_97,2023-05-15 00:20,0,60,2023-05-15 01:20,Yes,18.83,1080,120,0
Null,VEH_2303,3,O_800,2023-05-15 06:19,0,0,2023-05-15 06:19,Null,0.0,0,1440,-1
20230515B497170_001,VEH_2303,4,D_18,2023-05-15 06:43,197,60,2023-05-15 11:00,Yes,21.41,600,1020,0
Null,VEH_2303,5,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18408019,VEH_2303,6,D_293,Null,Null,Null,Null,No,25.69,1080,120,1
Null,VEH_2304,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497157_001,VEH_2304,2,D_4,2023-05-15 00:39,0,60,2023-05-15 01:39,Yes,13.78,1080,120,0
20230515B497883_001,VEH_2304,3,D_99,2023-05-15 03:11,409,60,2023-05-15 11:00,Yes,11.39,600,1020,0
Null,VEH_2304,4,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494286_001,VEH_2304,5,D_167,Null,Null,Null,Null,No,24.41,600,1020,2
Null,VEH_2305,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497400_001,VEH_2305,2,D_114,2023-05-15 00:39,0,60,2023-05-15 01:39,Yes,18.79,1080,120,0
Null,VEH_2305,3,O_800,2023-05-15 06:39,0,0,2023-05-15 06:39,Null,0.0,0,1440,-1
20230515B498322_001,VEH_2305,4,D_98,2023-05-15 07:01,179,60,2023-05-15 11:00,Yes,26.95,600,1020,1
Null,VEH_2305,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494593_001,VEH_2305,6,D_12,Null,Null,Null,Null,No,19.0,1080,120,2
Null,VEH_2306,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497514_001,VEH_2306,2,D_163,2023-05-15 00:49,0,60,2023-05-15 01:49,Yes,22.57,1080,120,0
Null,VEH_2306,3,O_276,2023-05-15 07:49,0,0,2023-05-15 07:49,Null,0.0,0,1440,-1
20230515B494699_001,VEH_2306,4,D_23,Null,Null,Null,Null,No,18.93,600,1020,1
Null,VEH_2307,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497413_001,VEH_2307,2,D_41,2023-05-15 00:53,0,60,2023-05-15 01:53,Yes,20.52,0,360,0
Null,VEH_2307,3,O_26,2023-05-15 06:33,0,0,2023-05-15 06:33,Null,0.0,0,1440,-1
20230515B498431_001,VEH_2307,4,D_1,2023-05-15 08:34,0,60,2023-05-15 09:34,Yes,25.61,420,900,1
Null,VEH_2307,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494580_001,VEH_2307,6,D_163,Null,Null,Null,Null,No,20.98,1080,120,2
Null,VEH_2308,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497280_001,VEH_2308,2,D_194,2023-05-15 01:13,0,60,2023-05-15 02:13,Yes,13.56,1080,120,0
Null,VEH_2308,3,O_800,2023-05-15 07:17,0,0,2023-05-15 07:17,Null,0.0,0,1440,-1
20230515B498352_001,VEH_2308,4,D_103,2023-05-15 07:34,0,60,2023-05-15 08:34,Yes,25.96,420,900,1
Null,VEH_2308,5,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305156308622,VEH_2308,6,D_1195,Null,Null,Null,Null,No,16.47,780,1080,2
Null,VEH_2309,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498253_001,VEH_2309,2,D_84,2023-05-15 01:18,0,60,2023-05-15 02:18,Yes,17.81,0,360,0
Null,VEH_2309,3,O_495,2023-05-15 06:19,0,0,2023-05-15 06:19,Null,0.0,0,1440,-1
20230515B498465_001,VEH_2309,4,D_1,2023-05-15 07:21,159,60,2023-05-15 11:00,Yes,21.07,600,1020,1
Null,VEH_2309,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494326_001,VEH_2309,6,D_16,Null,Null,Null,Null,No,22.51,780,1080,2
Null,VEH_2310,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497265_001,VEH_2310,2,D_1,2023-05-15 01:58,0,60,2023-05-15 02:58,Yes,17.67,0,360,0
Null,VEH_2310,3,O_276,2023-05-15 06:10,0,0,2023-05-15 06:10,Null,0.0,0,1440,-1
20230513B493859_001,VEH_2310,4,D_104,2023-05-15 08:11,109,60,2023-05-15 11:00,Yes,20.09,600,1020,1
Null,VEH_2310,5,O_129,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495845_001,VEH_2310,6,D_233,Null,Null,Null,Null,No,18.3,780,1080,1
Null,VEH_2311,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B495245_001,VEH_2311,2,D_193,2023-05-15 02:07,293,60,2023-05-15 08:00,Yes,20.8,420,900,0
Null,VEH_2311,3,O_276,2023-05-15 08:21,0,0,2023-05-15 08:21,Null,0.0,0,1440,-1
20230513B494458_001,VEH_2311,4,D_96,Null,Null,Null,Null,No,14.91,600,1020,1
Null,VEH_2311,5,O_62,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18406442,VEH_2311,6,D_636,Null,Null,Null,Null,No,24.38,1080,120,1
Null,VEH_2312,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497229_001,VEH_2312,2,D_112,2023-05-15 01:06,354,60,2023-05-15 08:00,Yes,23.16,420,900,0
Null,VEH_2312,3,O_800,2023-05-15 09:07,0,0,2023-05-15 09:07,Null,0.0,0,1440,-1
20230515B498286_001,VEH_2312,4,D_54,2023-05-15 08:29,91,60,2023-05-15 11:00,Yes,19.55,600,1020,0
Null,VEH_2312,5,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498446_001,VEH_2312,6,D_209,Null,Null,Null,Null,No,22.11,1080,120,2
Null,VEH_2313,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497474_001,VEH_2313,2,D_109,2023-05-15 02:36,264,60,2023-05-15 08:00,Yes,18.42,420,900,0
Null,VEH_2313,3,O_276,2023-05-15 08:50,0,0,2023-05-15 08:50,Null,0.0,0,1440,-1
20230513B494262_001,VEH_2313,4,D_162,Null,Null,Null,Null,No,26.94,420,900,1
Null,VEH_2313,5,O_62,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498027_001,VEH_2313,6,D_209,Null,Null,Null,Null,No,24.18,780,1080,2
Null,VEH_2314,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497551_001,VEH_2314,2,D_49,2023-05-15 01:20,340,60,2023-05-15 08:00,Yes,16.18,420,900,0
Null,VEH_2314,3,O_800,2023-05-15 09:22,0,0,2023-05-15 09:22,Null,0.0,0,1440,-1
20230515B497237_001,VEH_2314,4,D_26,2023-05-15 08:48,72,60,2023-05-15 11:00,Yes,22.99,600,1020,1
Null,VEH_2314,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498360_001,VEH_2314,6,D_205,Null,Null,Null,Null,No,25.54,780,1080,0
Null,VEH_2315,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497573_001,VEH_2315,2,D_166,2023-05-15 02:06,294,60,2023-05-15 08:00,Yes,15.66,420,900,0
Null,VEH_2315,3,O_800,2023-05-15 10:09,0,0,2023-05-15 10:09,Null,0.0,0,1440,-1
20230515B497586_001,VEH_2315,4,D_171,2023-05-15 10:19,0,60,2023-05-15 11:19,Yes,20.94,600,1020,0
Null,VEH_2315,5,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498355_001,VEH_2315,6,D_104,Null,Null,Null,Null,No,21.05,780,1080,2
Null,VEH_2316,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497602_001,VEH_2316,2,D_186,2023-05-15 01:29,331,60,2023-05-15 08:00,Yes,20.8,420,900,0
Null,VEH_2316,3,O_800,2023-05-15 09:29,0,0,2023-05-15 09:29,Null,0.0,0,1440,-1
20230515B497202_001,VEH_2316,4,D_192,2023-05-15 09:09,51,60,2023-05-15 11:00,Yes,26.21,600,1020,1
Null,VEH_2316,5,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495819_001,VEH_2316,6,D_208,Null,Null,Null,Null,No,18.21,1080,120,2
Null,VEH_2317,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497723_001,VEH_2317,2,D_84,2023-05-15 01:18,342,60,2023-05-15 08:00,Yes,14.83,420,900,0
Null,VEH_2317,3,O_495,2023-05-15 08:19,0,0,2023-05-15 08:19,Null,0.0,0,1440,-1
20230515B498474_001,VEH_2317,4,D_109,2023-05-15 10:00,0,60,2023-05-15 11:00,Yes,18.68,600,1020,1
Null,VEH_2317,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494888_001,VEH_2317,6,D_95,Null,Null,Null,Null,No,22.27,600,1020,2
Null,VEH_2318,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498163_001,VEH_2318,2,D_206,2023-05-15 01:06,354,60,2023-05-15 08:00,Yes,18.63,420,900,0
Null,VEH_2318,3,O_800,2023-05-15 09:07,0,0,2023-05-15 09:07,Null,0.0,0,1440,-1
20230515B498456_001,VEH_2318,4,D_1,2023-05-15 10:36,0,60,2023-05-15 11:36,Yes,13.6,600,1020,1
Null,VEH_2318,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493909_001,VEH_2318,6,D_38,Null,Null,Null,Null,No,18.15,600,1020,2
Null,VEH_2319,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156310880,VEH_2319,2,D_1278,2023-05-15 04:12,348,60,2023-05-15 11:00,Yes,25.89,600,1020,0
Null,VEH_2319,3,O_641,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305186339755,VEH_2319,4,D_1184,Null,Null,Null,Null,No,21.48,1080,120,1
Null,VEH_2323,1,O_800,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230515B497364_001,VEH_2323,2,D_146,Null,Null,Null,Null,No,19.9,420,900,2
Null,VEH_2335,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B497311_001,VEH_2335,2,D_180,Null,Null,Null,Null,No,16.79,780,1080,1
Null,VEH_2336,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B497497_001,VEH_2336,2,D_54,Null,Null,Null,Null,No,18.69,780,1080,1
Null,VEH_2336,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497457_001,VEH_2336,4,D_57,Null,Null,Null,Null,No,22.8,1080,120,2
Null,VEH_2337,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B497558_001,VEH_2337,2,D_11,Null,Null,Null,Null,No,26.55,780,1080,1
Null,VEH_2337,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498458_001,VEH_2337,4,D_1,Null,Null,Null,Null,No,25.02,780,1080,2
Null,VEH_2338,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
MF2305276372473,VEH_2338,2,D_2687,Null,Null,Null,Null,No,23.06,780,1080,1
Null,VEH_2339,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B497450_001,VEH_2339,2,D_152,Null,Null,Null,Null,No,14.34,780,1080,0
Null,VEH_2339,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495622_001,VEH_2339,4,D_233,Null,Null,Null,Null,No,21.67,1080,120,1
Null,VEH_2340,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B497492_001,VEH_2340,2,D_92,Null,Null,Null,Null,No,22.23,780,1080,0
Null,VEH_2340,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494745_001,VEH_2340,4,D_1,Null,Null,Null,Null,No,21.36,1080,120,1
Null,VEH_2340,5,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494728_001,VEH_2340,6,D_1,Null,Null,Null,Null,No,23.83,600,1020,2
Null,VEH_2340,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B494280_001,VEH_2340,8,D_99,Null,Null,Null,Null,No,17.62,0,360,2
Null,VEH_2340,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230513B493992_001,VEH_2340,10,D_41,Null,Null,Null,Null,No,25.03,1080,120,1
Null,VEH_2341,1,O_800,2023-05-15 06:00,0,0,2023-05-15 06:00,Null,0.0,0,1440,-1
20230515B498147_001,VEH_2341,2,D_112,Null,Null,Null,Null,No,17.82,780,1080,0
