ORD_NO,VehicleID,Sequence,SiteCode,ArrivalTime,WaitingTime,ServiceTime,DepartureTime,Delivered,cbm,start,end,group
Null,VEH_2213,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494946_001,VEH_2213,4,D_113,Null,Null,Null,Null,No,23.38,600,1020,5
Null,VEH_2214,1,O_19,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
20230516B499857_001,VEH_2214,2,D_208,Null,Null,Null,Null,No,20.4,420,900,4
Null,VEH_2214,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494998_001,VEH_2214,4,D_1,Null,Null,Null,Null,No,20.72,420,900,5
Null,VEH_2215,1,O_19,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305186337126,VEH_2215,2,D_1598,Null,Null,Null,Null,No,18.03,420,900,4
Null,VEH_2216,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B001056_001,VEH_2216,2,D_1,Null,Null,Null,Null,No,21.17,420,900,5
Null,VEH_2217,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B498585_001,VEH_2217,2,D_82,Null,Null,Null,Null,No,15.96,600,1020,4
20230516B000467_001,VEH_2217,3,D_1,Null,Null,Null,Null,No,9.71,0,360,5
Null,VEH_2220,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B499859_001,VEH_2220,2,D_209,Null,Null,Null,Null,No,24.25,420,900,5
Null,VEH_2224,1,O_19,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
20230516B499519_001,VEH_2224,2,D_208,2023-05-16 01:19,0,60,2023-05-16 02:19,Yes,31.16,1080,120,4
Null,VEH_2224,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497241_001,VEH_2224,4,D_131,Null,Null,Null,Null,No,31.11,600,1020,5
Null,VEH_2226,1,O_19,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
MF2305166314710,VEH_2226,2,D_1320,Null,Null,Null,Null,No,27.4,420,900,4
Null,VEH_2226,3,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000256_001,VEH_2226,4,D_108,Null,Null,Null,Null,No,23.1,420,900,4
Null,VEH_2231,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230515B496262_001,VEH_2231,2,D_208,Null,Null,Null,Null,No,27.21,600,1020,5
Null,VEH_2233,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497678_001,VEH_2233,2,D_83,Null,Null,Null,Null,No,17.77,420,900,5
20230516B498801_001,VEH_2233,3,D_86,Null,Null,Null,Null,No,13.47,1080,120,5
Null,VEH_2240,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495131_001,VEH_2240,2,D_70,Null,Null,Null,Null,No,24.3,780,1080,5
Null,VEH_2241,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495185_001,VEH_2241,2,D_89,Null,Null,Null,Null,No,27.96,780,1080,5
Null,VEH_2242,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495190_001,VEH_2242,2,D_92,Null,Null,Null,Null,No,16.49,780,1080,5
20230516B001055_001,VEH_2242,3,D_1,Null,Null,Null,Null,No,16.48,780,1080,4
Null,VEH_2243,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495197_001,VEH_2243,2,D_94,Null,Null,Null,Null,No,19.08,780,1080,5
20230516B000426_001,VEH_2243,3,D_108,Null,Null,Null,Null,No,20.73,780,1080,4
Null,VEH_2244,1,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495207_001,VEH_2244,2,D_12,Null,Null,Null,Null,No,31.5,780,1080,5
Null,VEH_2250,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B000326_001,VEH_2250,2,D_209,Null,Null,Null,Null,No,19.71,600,1020,5
20230516B499530_001,VEH_2250,3,D_233,Null,Null,Null,Null,No,13.49,780,1080,5
Null,VEH_2251,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B000368_001,VEH_2251,2,D_209,Null,Null,Null,Null,No,26.35,600,1020,5
20230516B499566_001,VEH_2251,3,D_233,Null,Null,Null,Null,No,14.28,780,1080,5
Null,VEH_2252,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B498978_014,VEH_2252,2,D_109,Null,Null,Null,Null,No,28.9,600,1020,5
20230516B498978_007,VEH_2252,3,D_108,Null,Null,Null,Null,No,12.97,780,1080,4
Null,VEH_2253,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
MF2305176316775,VEH_2253,2,D_1394,Null,Null,Null,Null,No,22.49,600,1020,5
20230515B496698_001,VEH_2253,3,D_233,Null,Null,Null,Null,No,16.93,1080,120,5
Null,VEH_2256,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B498822_001,VEH_2256,2,D_1,Null,Null,Null,Null,No,24.5,780,1080,5
Null,VEH_2256,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495372_001,VEH_2256,4,D_51,Null,Null,Null,Null,No,35.84,600,1020,5
Null,VEH_2257,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B498978_004,VEH_2257,2,D_1,Null,Null,Null,Null,No,31.55,780,1080,5
Null,VEH_2258,1,O_19,2023-05-16 06:00,0,0,2023-05-16 06:00,Null,0.0,0,1440,-1
20230516B499521_001,VEH_2258,2,D_208,Null,Null,Null,Null,No,33.2,780,1080,5
Null,VEH_2302,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497308_001,VEH_2302,2,D_53,2023-05-15 00:12,0,60,2023-05-15 01:12,Yes,21.12,0,360,0
Null,VEH_2302,3,O_800,2023-05-15 06:14,0,0,2023-05-15 06:14,Null,0.0,0,1440,-1
20230515B498260_001,VEH_2302,4,D_197,2023-05-15 07:38,142,60,2023-05-15 11:00,Yes,17.8,600,1020,1
Null,VEH_2302,5,O_800,2023-05-15 13:37,0,0,2023-05-15 13:37,Null,0.0,0,1440,-1
20230515B498105_001,VEH_2302,6,D_111,2023-05-15 16:09,111,60,2023-05-15 19:00,Yes,17.91,1080,120,2
Null,VEH_2302,7,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498181_001,VEH_2302,8,D_195,Null,Null,Null,Null,No,21.41,600,1020,4
Null,VEH_2303,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497540_001,VEH_2303,2,D_97,2023-05-15 00:20,0,60,2023-05-15 01:20,Yes,18.83,1080,120,0
Null,VEH_2303,3,O_800,2023-05-15 06:19,0,0,2023-05-15 06:19,Null,0.0,0,1440,-1
20230515B497170_001,VEH_2303,4,D_18,2023-05-15 06:43,197,60,2023-05-15 11:00,Yes,21.41,600,1020,0
Null,VEH_2303,5,O_279,2023-05-15 12:22,0,0,2023-05-15 12:22,Null,0.0,0,1440,-1
M18408019,VEH_2303,6,D_293,2023-05-15 17:17,43,60,2023-05-15 19:00,Yes,25.69,1080,120,1
Null,VEH_2303,7,O_68,2023-05-15 20:05,0,0,2023-05-15 20:05,Null,0.0,0,1440,-1
20230515B498533_001,VEH_2303,8,D_64,2023-05-15 20:40,200,60,2023-05-16 01:00,Yes,16.67,0,360,3
Null,VEH_2304,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497157_001,VEH_2304,2,D_4,2023-05-15 00:39,0,60,2023-05-15 01:39,Yes,13.78,1080,120,0
20230515B497883_001,VEH_2304,3,D_99,2023-05-15 03:11,409,60,2023-05-15 11:00,Yes,11.39,600,1020,0
Null,VEH_2304,4,O_276,2023-05-15 13:21,0,0,2023-05-15 13:21,Null,0.0,0,1440,-1
20230513B494286_001,VEH_2304,5,D_167,2023-05-15 13:38,0,60,2023-05-15 14:38,Yes,24.41,600,1020,2
Null,VEH_2304,6,O_390,2023-05-15 18:58,0,0,2023-05-15 18:58,Null,0.0,0,1440,-1
MF2305166314538,VEH_2304,7,D_2136,2023-05-15 23:19,0,60,2023-05-16 00:19,Yes,22.53,1080,120,3
Null,VEH_2304,8,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494878_001,VEH_2304,9,D_37,Null,Null,Null,Null,No,19.95,420,900,5
Null,VEH_2305,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497400_001,VEH_2305,2,D_114,2023-05-15 00:39,0,60,2023-05-15 01:39,Yes,18.79,1080,120,0
Null,VEH_2305,3,O_800,2023-05-15 06:39,0,0,2023-05-15 06:39,Null,0.0,0,1440,-1
20230515B498322_001,VEH_2305,4,D_98,2023-05-15 07:01,179,60,2023-05-15 11:00,Yes,26.95,600,1020,1
Null,VEH_2305,5,O_276,2023-05-15 13:38,0,0,2023-05-15 13:38,Null,0.0,0,1440,-1
20230513B494593_001,VEH_2305,6,D_12,2023-05-15 16:27,93,60,2023-05-15 19:00,Yes,19.0,1080,120,2
Null,VEH_2305,7,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495547_001,VEH_2305,8,D_169,Null,Null,Null,Null,No,25.13,600,1020,5
Null,VEH_2306,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497514_001,VEH_2306,2,D_163,2023-05-15 00:49,0,60,2023-05-15 01:49,Yes,22.57,1080,120,0
Null,VEH_2306,3,O_276,2023-05-15 07:49,0,0,2023-05-15 07:49,Null,0.0,0,1440,-1
20230515B494699_001,VEH_2306,4,D_23,2023-05-15 11:15,0,60,2023-05-15 12:15,Yes,18.93,600,1020,1
Null,VEH_2307,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497413_001,VEH_2307,2,D_41,2023-05-15 00:53,0,60,2023-05-15 01:53,Yes,20.52,0,360,0
Null,VEH_2307,3,O_26,2023-05-15 06:33,0,0,2023-05-15 06:33,Null,0.0,0,1440,-1
20230515B498431_001,VEH_2307,4,D_1,2023-05-15 08:34,0,60,2023-05-15 09:34,Yes,25.61,420,900,1
Null,VEH_2307,5,O_276,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
20230513B494580_001,VEH_2307,6,D_163,2023-05-15 13:41,259,60,2023-05-15 19:00,Yes,20.98,1080,120,2
Null,VEH_2307,7,O_276,2023-05-15 20:49,0,0,2023-05-15 20:49,Null,0.0,0,1440,-1
20230513B494402_001,VEH_2307,8,D_79,2023-05-15 19:42,258,60,2023-05-16 01:00,Yes,20.48,0,360,1
Null,VEH_2307,9,O_800,2023-05-16 01:33,0,0,2023-05-16 01:33,Null,0.0,0,1440,-1
20230515B495670_001,VEH_2307,10,D_129,Null,Null,Null,Null,No,16.61,420,900,4
Null,VEH_2307,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305306379963,VEH_2307,12,D_2776,Null,Null,Null,Null,No,16.13,0,360,4
Null,VEH_2308,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497280_001,VEH_2308,2,D_194,2023-05-15 01:13,0,60,2023-05-15 02:13,Yes,13.56,1080,120,0
Null,VEH_2308,3,O_800,2023-05-15 07:17,0,0,2023-05-15 07:17,Null,0.0,0,1440,-1
20230515B498352_001,VEH_2308,4,D_103,2023-05-15 07:34,0,60,2023-05-15 08:34,Yes,25.96,420,900,1
Null,VEH_2308,5,O_495,2023-05-15 12:52,0,0,2023-05-15 12:52,Null,0.0,0,1440,-1
MF2305156308622,VEH_2308,6,D_1195,2023-05-15 16:22,0,60,2023-05-15 17:22,Yes,16.47,780,1080,2
Null,VEH_2308,7,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000287_001,VEH_2308,8,D_1,Null,Null,Null,Null,No,24.35,600,1020,5
Null,VEH_2309,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498253_001,VEH_2309,2,D_84,2023-05-15 01:18,0,60,2023-05-15 02:18,Yes,17.81,0,360,0
Null,VEH_2309,3,O_495,2023-05-15 06:19,0,0,2023-05-15 06:19,Null,0.0,0,1440,-1
20230515B498465_001,VEH_2309,4,D_1,2023-05-15 07:21,159,60,2023-05-15 11:00,Yes,21.07,600,1020,1
Null,VEH_2309,5,O_276,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
20230513B494326_001,VEH_2309,6,D_16,2023-05-15 14:59,0,60,2023-05-15 15:59,Yes,22.51,780,1080,2
Null,VEH_2309,7,O_276,2023-05-16 03:08,0,0,2023-05-16 03:08,Null,0.0,0,1440,-1
MF2305166315808,VEH_2309,8,D_1476,2023-05-16 04:18,0,60,2023-05-16 05:18,Yes,20.64,0,360,4
Null,VEH_2309,9,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497099_001,VEH_2309,10,D_10,Null,Null,Null,Null,No,24.65,600,1020,5
Null,VEH_2310,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497265_001,VEH_2310,2,D_1,2023-05-15 01:58,0,60,2023-05-15 02:58,Yes,17.67,0,360,0
Null,VEH_2310,3,O_276,2023-05-15 06:10,0,0,2023-05-15 06:10,Null,0.0,0,1440,-1
20230513B493859_001,VEH_2310,4,D_104,2023-05-15 08:11,109,60,2023-05-15 11:00,Yes,20.09,600,1020,1
Null,VEH_2310,5,O_129,2023-05-15 12:07,0,0,2023-05-15 12:07,Null,0.0,0,1440,-1
20230515B495845_001,VEH_2310,6,D_233,2023-05-15 13:05,0,60,2023-05-15 14:05,Yes,18.3,780,1080,1
Null,VEH_2310,7,O_495,2023-05-15 18:50,0,0,2023-05-15 18:50,Null,0.0,0,1440,-1
MF2305156309487,VEH_2310,8,D_1194,2023-05-15 23:31,29,60,2023-05-16 01:00,Yes,24.01,0,360,2
Null,VEH_2310,9,O_537,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18407297,VEH_2310,10,D_263,Null,Null,Null,Null,No,21.56,600,1020,5
Null,VEH_2311,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B495245_001,VEH_2311,2,D_193,2023-05-15 02:07,293,60,2023-05-15 08:00,Yes,20.8,420,900,0
Null,VEH_2311,3,O_276,2023-05-15 08:21,0,0,2023-05-15 08:21,Null,0.0,0,1440,-1
20230513B494458_001,VEH_2311,4,D_96,2023-05-15 11:06,0,60,2023-05-15 12:06,Yes,14.91,600,1020,1
Null,VEH_2311,5,O_62,2023-05-15 13:01,0,0,2023-05-15 13:01,Null,0.0,0,1440,-1
M18406442,VEH_2311,6,D_636,2023-05-15 16:15,105,60,2023-05-15 19:00,Yes,24.38,1080,120,1
Null,VEH_2311,7,O_309,2023-05-15 19:40,0,0,2023-05-15 19:40,Null,0.0,0,1440,-1
20230515B498513_001,VEH_2311,8,D_83,2023-05-15 21:19,161,60,2023-05-16 01:00,Yes,19.98,0,360,1
Null,VEH_2311,9,O_495,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B498488_001,VEH_2311,10,D_205,Null,Null,Null,Null,No,19.05,600,1020,3
Null,VEH_2312,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497229_001,VEH_2312,2,D_112,2023-05-15 01:06,354,60,2023-05-15 08:00,Yes,23.16,420,900,0
Null,VEH_2312,3,O_800,2023-05-15 09:07,0,0,2023-05-15 09:07,Null,0.0,0,1440,-1
20230515B498286_001,VEH_2312,4,D_54,2023-05-15 08:29,91,60,2023-05-15 11:00,Yes,19.55,600,1020,0
Null,VEH_2312,5,O_26,2023-05-15 13:01,0,0,2023-05-15 13:01,Null,0.0,0,1440,-1
20230515B498446_001,VEH_2312,6,D_209,2023-05-15 14:36,204,60,2023-05-15 19:00,Yes,22.11,1080,120,2
Null,VEH_2312,7,O_276,2023-05-15 19:22,0,0,2023-05-15 19:22,Null,0.0,0,1440,-1
20230513B494004_001,VEH_2312,8,D_151,2023-05-15 23:21,39,60,2023-05-16 01:00,Yes,24.85,0,360,1
Null,VEH_2313,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497474_001,VEH_2313,2,D_109,2023-05-15 02:36,264,60,2023-05-15 08:00,Yes,18.42,420,900,0
Null,VEH_2313,3,O_276,2023-05-15 08:50,0,0,2023-05-15 08:50,Null,0.0,0,1440,-1
20230513B494262_001,VEH_2313,4,D_162,2023-05-15 11:33,0,60,2023-05-15 12:33,Yes,26.94,420,900,1
Null,VEH_2313,5,O_62,2023-05-15 13:40,0,0,2023-05-15 13:40,Null,0.0,0,1440,-1
20230515B498027_001,VEH_2313,6,D_209,2023-05-15 15:17,0,60,2023-05-15 16:17,Yes,24.18,780,1080,2
Null,VEH_2313,7,O_276,2023-05-15 18:22,0,0,2023-05-15 18:22,Null,0.0,0,1440,-1
20230513B494148_001,VEH_2313,8,D_129,2023-05-15 19:41,259,60,2023-05-16 01:00,Yes,18.05,0,360,2
Null,VEH_2313,9,O_800,2023-05-16 01:10,0,0,2023-05-16 01:10,Null,0.0,0,1440,-1
20230515B497289_001,VEH_2313,10,D_196,2023-05-16 02:08,0,60,2023-05-16 03:08,Yes,16.89,0,360,2
Null,VEH_2313,11,O_800,2023-05-16 04:13,0,0,2023-05-16 04:13,Null,0.0,0,1440,-1
20230515B498270_001,VEH_2313,12,D_57,2023-05-16 04:10,0,60,2023-05-16 05:10,Yes,20.99,0,360,4
Null,VEH_2313,13,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
M18408597,VEH_2313,14,D_712,Null,Null,Null,Null,No,26.03,420,900,5
Null,VEH_2314,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497551_001,VEH_2314,2,D_49,2023-05-15 01:20,340,60,2023-05-15 08:00,Yes,16.18,420,900,0
Null,VEH_2314,3,O_800,2023-05-15 09:22,0,0,2023-05-15 09:22,Null,0.0,0,1440,-1
20230515B497237_001,VEH_2314,4,D_26,2023-05-15 08:48,72,60,2023-05-15 11:00,Yes,22.99,600,1020,1
Null,VEH_2314,5,O_800,2023-05-15 13:05,0,0,2023-05-15 13:05,Null,0.0,0,1440,-1
20230515B498360_001,VEH_2314,6,D_205,2023-05-15 13:23,0,60,2023-05-15 14:23,Yes,25.54,780,1080,0
Null,VEH_2314,7,O_495,2023-05-15 18:56,0,0,2023-05-15 18:56,Null,0.0,0,1440,-1
20230515B495141_001,VEH_2314,8,D_73,2023-05-15 19:25,275,60,2023-05-16 01:00,Yes,22.15,0,360,2
Null,VEH_2314,9,O_614,2023-05-16 01:45,0,0,2023-05-16 01:45,Null,0.0,0,1440,-1
MF2305176322580,VEH_2314,10,D_1614,2023-05-16 04:06,0,60,2023-05-16 05:06,Yes,20.23,0,360,4
Null,VEH_2314,11,O_40,Null,Null,Null,Null,Null,0.0,0,1440,-1
N_20230516944755,VEH_2314,12,D_1,Null,Null,Null,Null,No,23.68,600,1020,4
Null,VEH_2315,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497573_001,VEH_2315,2,D_166,2023-05-15 02:06,294,60,2023-05-15 08:00,Yes,15.66,420,900,0
Null,VEH_2315,3,O_800,2023-05-15 10:09,0,0,2023-05-15 10:09,Null,0.0,0,1440,-1
20230515B497586_001,VEH_2315,4,D_171,2023-05-15 10:19,0,60,2023-05-15 11:19,Yes,20.94,600,1020,0
Null,VEH_2315,5,O_800,2023-05-15 13:28,0,0,2023-05-15 13:28,Null,0.0,0,1440,-1
20230515B498355_001,VEH_2315,6,D_104,2023-05-15 13:09,0,60,2023-05-15 14:09,Yes,21.05,780,1080,2
Null,VEH_2315,7,O_129,2023-05-15 18:07,0,0,2023-05-15 18:07,Null,0.0,0,1440,-1
20230515B495850_001,VEH_2315,8,D_109,2023-05-15 20:50,190,60,2023-05-16 01:00,Yes,26.15,0,360,3
Null,VEH_2315,9,O_276,2023-05-16 01:50,0,0,2023-05-16 01:50,Null,0.0,0,1440,-1
20230515B494660_001,VEH_2315,10,D_7,2023-05-16 04:12,0,60,2023-05-16 05:12,Yes,17.38,0,360,4
Null,VEH_2315,11,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B001077_001,VEH_2315,12,D_109,Null,Null,Null,Null,No,16.03,600,1020,4
Null,VEH_2316,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497602_001,VEH_2316,2,D_186,2023-05-15 01:29,331,60,2023-05-15 08:00,Yes,20.8,420,900,0
Null,VEH_2316,3,O_800,2023-05-15 09:29,0,0,2023-05-15 09:29,Null,0.0,0,1440,-1
20230515B497202_001,VEH_2316,4,D_192,2023-05-15 09:09,51,60,2023-05-15 11:00,Yes,26.21,600,1020,1
Null,VEH_2316,5,O_26,2023-05-15 13:10,0,0,2023-05-15 13:10,Null,0.0,0,1440,-1
20230515B495819_001,VEH_2316,6,D_208,2023-05-15 14:08,232,60,2023-05-15 19:00,Yes,18.21,1080,120,2
Null,VEH_2316,7,O_276,2023-05-15 20:40,0,0,2023-05-15 20:40,Null,0.0,0,1440,-1
M18408071,VEH_2316,8,D_293,2023-05-15 23:00,60,60,2023-05-16 01:00,Yes,23.33,0,360,3
Null,VEH_2316,9,O_288,2023-05-16 01:41,0,0,2023-05-16 01:41,Null,0.0,0,1440,-1
20230516B000297_001,VEH_2316,10,D_233,Null,Null,Null,Null,No,24.75,0,360,4
Null,VEH_2316,11,O_800,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176324323,VEH_2316,12,D_1655,Null,Null,Null,Null,No,23.22,600,1020,5
Null,VEH_2317,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B497723_001,VEH_2317,2,D_84,2023-05-15 01:18,342,60,2023-05-15 08:00,Yes,14.83,420,900,0
Null,VEH_2317,3,O_495,2023-05-15 08:19,0,0,2023-05-15 08:19,Null,0.0,0,1440,-1
20230515B498474_001,VEH_2317,4,D_109,2023-05-15 10:00,0,60,2023-05-15 11:00,Yes,18.68,600,1020,1
Null,VEH_2317,5,O_276,2023-05-15 12:50,0,0,2023-05-15 12:50,Null,0.0,0,1440,-1
20230515B494888_001,VEH_2317,6,D_95,2023-05-15 15:29,0,60,2023-05-15 16:29,Yes,22.27,600,1020,2
Null,VEH_2317,7,O_279,2023-05-15 18:21,0,0,2023-05-15 18:21,Null,0.0,0,1440,-1
M18407479,VEH_2317,8,D_340,2023-05-15 22:53,0,60,2023-05-15 23:53,Yes,23.36,1080,120,3
Null,VEH_2317,9,O_276,2023-05-16 03:01,0,0,2023-05-16 03:01,Null,0.0,0,1440,-1
20230515B495423_001,VEH_2317,10,D_73,2023-05-16 03:17,0,60,2023-05-16 04:17,Yes,18.6,0,360,4
Null,VEH_2317,11,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B000347_001,VEH_2317,12,D_209,Null,Null,Null,Null,No,17.14,600,1020,5
Null,VEH_2318,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
20230515B498163_001,VEH_2318,2,D_206,2023-05-15 01:06,354,60,2023-05-15 08:00,Yes,18.63,420,900,0
Null,VEH_2318,3,O_800,2023-05-15 09:07,0,0,2023-05-15 09:07,Null,0.0,0,1440,-1
20230515B498456_001,VEH_2318,4,D_1,2023-05-15 10:36,0,60,2023-05-15 11:36,Yes,13.6,600,1020,1
Null,VEH_2318,5,O_276,2023-05-15 12:10,0,0,2023-05-15 12:10,Null,0.0,0,1440,-1
20230513B493909_001,VEH_2318,6,D_38,2023-05-15 13:57,0,60,2023-05-15 14:57,Yes,18.15,600,1020,2
Null,VEH_2318,7,O_800,2023-05-15 18:23,0,0,2023-05-15 18:23,Null,0.0,0,1440,-1
20230515B498308_001,VEH_2318,8,D_181,Null,Null,Null,Null,No,13.98,420,900,3
Null,VEH_2318,9,O_62,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B497994_001,VEH_2318,10,D_233,Null,Null,Null,Null,No,18.29,1080,120,3
Null,VEH_2319,1,O_800,2023-05-15 00:00,0,0,2023-05-15 00:00,Null,0.0,0,1440,-1
MF2305156310880,VEH_2319,2,D_1278,2023-05-15 04:12,348,60,2023-05-15 11:00,Yes,25.89,600,1020,0
Null,VEH_2319,3,O_641,2023-05-15 12:48,0,0,2023-05-15 12:48,Null,0.0,0,1440,-1
MF2305186339755,VEH_2319,4,D_1184,2023-05-15 15:56,124,60,2023-05-15 19:00,Yes,21.48,1080,120,1
Null,VEH_2319,5,O_276,2023-05-15 20:42,0,0,2023-05-15 20:42,Null,0.0,0,1440,-1
20230513B494285_001,VEH_2319,6,D_101,2023-05-15 22:33,87,60,2023-05-16 01:00,Yes,25.5,0,360,1
Null,VEH_2319,7,O_68,2023-05-16 01:34,0,0,2023-05-16 01:34,Null,0.0,0,1440,-1
20230516B000192_001,VEH_2319,8,D_109,2023-05-16 03:02,0,60,2023-05-16 04:02,Yes,17.44,0,360,4
Null,VEH_2319,9,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B495434_001,VEH_2319,10,D_114,Null,Null,Null,Null,No,23.34,420,900,5
Null,VEH_2320,1,O_800,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
20230515B495698_001,VEH_2320,2,D_50,Null,Null,Null,Null,No,26.92,0,360,4
Null,VEH_2320,3,O_537,Null,Null,Null,Null,Null,0.0,0,1440,-1
MF2305176320513,VEH_2320,4,D_1180,Null,Null,Null,Null,No,21.41,420,900,5
Null,VEH_2321,1,O_800,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
20230515B497191_001,VEH_2321,2,D_191,2023-05-16 00:40,0,60,2023-05-16 01:40,Yes,25.7,1080,120,4
Null,VEH_2321,3,O_26,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230516B499493_001,VEH_2321,4,D_208,Null,Null,Null,Null,No,20.69,600,1020,5
Null,VEH_2322,1,O_800,2023-05-16 00:00,0,0,2023-05-16 00:00,Null,0.0,0,1440,-1
20230516B498518_001,VEH_2322,2,D_1,2023-05-16 01:58,0,60,2023-05-16 02:58,Yes,24.96,1080,120,4
Null,VEH_2322,3,O_276,Null,Null,Null,Null,Null,0.0,0,1440,-1
20230515B494681_001,VEH_2322,4,D_34,Null,Null,Null,Null,No,15.3,420,900,5
20230515B494795_001,VEH_2322,5,D_69,Null,Null,Null,Null,No,9.7,780,1080,5
Null,VEH_2323,1,O_800,2023-05-15 12:00,0,0,2023-05-15 12:00,Null,0.0,0,1440,-1
20230515B497364_001,VEH_2323,2,D_146,2023-05-15 12:48,0,60,2023-05-15 13:48,Yes,19.9,420,900,2
Null,VEH_2323,3,O_800,2023-05-16 00:49,0,0,2023-05-16 00:49,Null,0.0,0,1440,-1
20230515B497460_001,VEH_2323,4,D_152,2023-05-16 00:45,0,60,2023-05-16 01:45,Yes,22.51,1080,120,4
Null,VEH_2323,5,O_279,Null,Null,Null,Null,Null,0.0,0,1440,-1
